example_id,confusion_category,label,pred_label,source_token_index,source_token,source_offset_start,source_offset_end,num_tokens,num_layers,num_heads,selected_layers,selected_heads,prob_positive_recomputed,logit_0,logit_1
1173,TP,1,1,0,[CLS],0,0,54,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9824267625808716,-2.013097047805786,2.0105535984039307
3503,TP,1,1,0,[CLS],0,0,55,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9824216961860657,-2.041559934616089,1.981796145439148
1829,TP,1,1,0,[CLS],0,0,56,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9820645451545715,-1.9797707796096802,2.0231070518493652
29,TP,1,1,0,[CLS],0,0,39,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9818379878997803,-2.065427780151367,1.9246705770492554
2178,TP,1,1,0,[CLS],0,0,39,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9817003607749939,-1.9884299039840698,1.9939767122268677
252,TP,1,1,0,[CLS],0,0,60,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9816793203353882,-1.9053988456726074,2.075833559036255
2156,TP,1,1,0,[CLS],0,0,54,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.981678307056427,-1.962759256362915,2.018420457839966
1582,TP,1,1,0,[CLS],0,0,43,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9816484451293945,-2.0277507305145264,1.9517685174942017
2347,TP,1,1,0,[CLS],0,0,51,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9814708828926086,-1.9626166820526123,2.0070948600769043
1674,TP,1,1,0,[CLS],0,0,45,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9811576008796692,-2.0338783264160156,1.9187464714050293
239,TP,1,1,0,[CLS],0,0,55,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9810865521430969,-1.980302333831787,1.9684851169586182
1017,TP,1,1,0,[CLS],0,0,55,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9810760021209717,-1.9847917556762695,1.9634300470352173
1233,TP,1,1,0,[CLS],0,0,48,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9806622862815857,-1.9920405149459839,1.9341342449188232
296,TP,1,1,0,[CLS],0,0,49,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9805418252944946,-2.0252737998962402,1.8945649862289429
2633,TP,1,1,0,[CLS],0,0,48,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9804673194885254,-1.9460434913635254,1.9698975086212158
1098,TP,1,1,0,[CLS],0,0,47,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9802252650260925,-1.9828760623931885,1.9205021858215332
2559,TP,1,1,0,[CLS],0,0,54,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9801706075668335,-1.898485541343689,2.0020759105682373
307,TP,1,1,0,[CLS],0,0,58,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9800962805747986,-1.9808646440505981,1.915881872177124
223,TP,1,1,0,[CLS],0,0,58,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9800758957862854,-1.9318468570709229,1.9638563394546509
1853,TP,1,1,0,[CLS],0,0,47,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9798872470855713,-1.9564272165298462,1.9296541213989258
3625,TP,1,1,0,[CLS],0,0,45,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9796931743621826,-1.9891266822814941,1.887155532836914
225,TP,1,1,0,[CLS],0,0,42,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9796903133392334,-2.0125269889831543,1.863613247871399
677,TP,1,1,0,[CLS],0,0,54,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9796684384346008,-1.9807281494140625,1.8943119049072266
1345,TP,1,1,0,[CLS],0,0,54,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.979573130607605,-1.9256850481033325,1.9445810317993164
75,TP,1,1,0,[CLS],0,0,52,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9790105819702148,-1.9034423828125,1.9390790462493896
2507,TP,1,1,0,[CLS],0,0,54,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9787590503692627,-1.9654817581176758,1.8648725748062134
65,TP,1,1,0,[CLS],0,0,55,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9787341356277466,-1.946118950843811,1.8830370903015137
278,TP,1,1,0,[CLS],0,0,54,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9786942005157471,-1.8697806596755981,1.95745849609375
187,TP,1,1,0,[CLS],0,0,55,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9786527156829834,-1.8189334869384766,2.006316900253296
2726,TP,1,1,0,[CLS],0,0,45,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.978459358215332,-1.9558768272399902,1.860161304473877
166,TP,1,1,0,[CLS],0,0,37,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9782695770263672,-1.8741909265518188,1.9328818321228027
149,TP,1,1,0,[CLS],0,0,40,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9782156348228455,-1.9278931617736816,1.8766423463821411
2372,TP,1,1,0,[CLS],0,0,40,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9780435562133789,-1.9429303407669067,1.8535608053207397
1305,TP,1,1,0,[CLS],0,0,44,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9777962565422058,-1.9083229303359985,1.8767162561416626
137,TP,1,1,0,[CLS],0,0,53,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9777958989143372,-1.9217503070831299,1.8632766008377075
384,TP,1,1,0,[CLS],0,0,54,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.977745771408081,-1.9225678443908691,1.8601497411727905
2100,TP,1,1,0,[CLS],0,0,38,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9776017665863037,-1.9425759315490723,1.8335453271865845
1348,TP,1,1,0,[CLS],0,0,49,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9775886535644531,-1.8850704431533813,1.8904497623443604
1088,TP,1,1,0,[CLS],0,0,55,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.977583646774292,-1.9108277559280396,1.8644652366638184
3158,TP,1,1,0,[CLS],0,0,53,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9775445461273193,-1.8437272310256958,1.929785966873169
77,TP,1,1,0,[CLS],0,0,53,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9773322939872742,-1.8978595733642578,1.8660266399383545
3473,TP,1,1,0,[CLS],0,0,41,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.976998507976532,-1.9133970737457275,1.8355286121368408
3030,TP,1,1,0,[CLS],0,0,45,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9768790602684021,-1.8716398477554321,1.871982455253601
837,TP,1,1,0,[CLS],0,0,53,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9768468737602234,-1.776526689529419,1.9656717777252197
821,TP,1,1,0,[CLS],0,0,41,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9766087532043457,-1.9017847776412964,1.8299360275268555
506,TP,1,1,0,[CLS],0,0,56,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9765723347663879,-1.873106598854065,1.857024908065796
3193,TP,1,1,0,[CLS],0,0,60,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9763577580451965,-1.7817363739013672,1.9390549659729004
1077,TP,1,1,0,[CLS],0,0,52,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9760370254516602,-1.826812982559204,1.880178689956665
3593,TP,1,1,0,[CLS],0,0,48,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9760279655456543,-1.9024229049682617,1.8041801452636719
455,TP,1,1,0,[CLS],0,0,54,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9756782054901123,-1.8303850889205933,1.8613735437393188
2792,TP,1,1,0,[CLS],0,0,48,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9754789471626282,-1.948798656463623,1.7346012592315674
80,TP,1,1,0,[CLS],0,0,60,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9749689102172852,-1.7667430639266968,1.895542860031128
568,TP,1,1,0,[CLS],0,0,49,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9738768339157104,-1.801446557044983,1.8170161247253418
2012,TP,1,1,0,[CLS],0,0,54,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9735420942306519,-1.759427785873413,1.8459563255310059
222,TP,1,1,0,[CLS],0,0,52,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9733668565750122,-1.7418663501739502,1.856737494468689
442,TP,1,1,0,[CLS],0,0,36,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9729467630386353,-1.8053818941116333,1.7771421670913696
236,TP,1,1,0,[CLS],0,0,44,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9726986885070801,-1.834383487701416,1.7387559413909912
2894,TP,1,1,0,[CLS],0,0,44,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9724423885345459,-1.8266878128051758,1.736842393875122
264,TP,1,1,0,[CLS],0,0,55,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9724356532096863,-1.8420463800430298,1.7212352752685547
447,TP,1,1,0,[CLS],0,0,59,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9723613262176514,-1.866235375404358,1.6942765712738037
1505,TP,1,1,0,[CLS],0,0,53,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9710702896118164,-1.8338398933410645,1.6796890497207642
2918,TP,1,1,0,[CLS],0,0,54,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9709910154342651,-1.7187550067901611,1.7919553518295288
217,TP,1,1,0,[CLS],0,0,54,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9707896709442139,-1.6898839473724365,1.8137046098709106
3435,TP,1,1,0,[CLS],0,0,52,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9706690311431885,-1.7135592699050903,1.785781741142273
56,TP,1,1,0,[CLS],0,0,50,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.970481812953949,-1.8116050958633423,1.6811800003051758
1243,TP,1,1,0,[CLS],0,0,56,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9691967368125916,-1.697212815284729,1.7516354322433472
490,FP,0,1,0,[CLS],0,0,52,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.985519528388977,-2.077709197998047,2.1426591873168945
652,FP,0,1,0,[CLS],0,0,56,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9834935665130615,-2.0711047649383545,2.0162527561187744
2272,FP,0,1,0,[CLS],0,0,58,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.982869565486908,-2.038902521133423,2.0107204914093018
1601,FP,0,1,0,[CLS],0,0,54,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9824267625808716,-2.013097047805786,2.0105535984039307
2553,FP,0,1,0,[CLS],0,0,54,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9812737703323364,-1.9953868389129639,1.9635378122329712
2160,FP,0,1,0,[CLS],0,0,55,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9810760021209717,-1.9847917556762695,1.9634300470352173
880,FP,0,1,0,[CLS],0,0,58,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9800962805747986,-1.9808646440505981,1.915881872177124
1247,FP,0,1,0,[CLS],0,0,46,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9772571325302124,-1.949286699295044,1.8112083673477173
3212,FP,0,1,0,[CLS],0,0,60,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9749689102172852,-1.7667430639266968,1.895542860031128
3390,FP,0,1,0,[CLS],0,0,46,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9697492122650146,-1.6972111463546753,1.7703042030334473
4,FP,0,1,0,[CLS],0,0,49,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9685814380645752,-1.828111171722412,1.6003230810165405
1870,FP,0,1,0,[CLS],0,0,57,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9681302905082703,-1.6011219024658203,1.8125897645950317
3034,FP,0,1,0,[CLS],0,0,55,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9676930904388428,-1.7508981227874756,1.6487354040145874
1873,FP,0,1,0,[CLS],0,0,57,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9675695300102234,-1.7123770713806152,1.683310627937317
2949,FP,0,1,0,[CLS],0,0,59,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9653006196022034,-1.566775918006897,1.7589420080184937
3649,FP,0,1,0,[CLS],0,0,49,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9652832746505737,-1.6500728130340576,1.6751257181167603
2341,FP,0,1,0,[CLS],0,0,52,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9634027481079102,-1.6104812622070312,1.6600167751312256
1296,FP,0,1,0,[CLS],0,0,56,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9616677165031433,-1.4839342832565308,1.7384402751922607
1200,FP,0,1,0,[CLS],0,0,51,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9612706303596497,-1.6491978168487549,1.5624608993530273
1640,FP,0,1,0,[CLS],0,0,53,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9606798887252808,-1.579193115234375,1.616713523864746
1334,FP,0,1,0,[CLS],0,0,58,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9585974812507629,-1.560318946838379,1.5818120241165161
1923,FP,0,1,0,[CLS],0,0,53,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9556201696395874,-1.610673427581787,1.4589036703109741
1563,FP,0,1,0,[CLS],0,0,54,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9531341791152954,-1.5142453908920288,1.498220682144165
829,FP,0,1,0,[CLS],0,0,56,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9513409733772278,-1.430812120437622,1.5422236919403076
326,FP,0,1,0,[CLS],0,0,58,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9466112852096558,-1.319427251815796,1.5558621883392334
2354,FP,0,1,0,[CLS],0,0,52,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9439365863800049,-1.4202454090118408,1.403330683708191
2324,FP,0,1,0,[CLS],0,0,48,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9428315758705139,-1.3970825672149658,1.4058030843734741
810,FP,0,1,0,[CLS],0,0,59,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9424076676368713,-1.3836605548858643,1.4113868474960327
2938,FP,0,1,0,[CLS],0,0,58,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9398488998413086,-1.3546544313430786,1.394205093383789
3231,FP,0,1,0,[CLS],0,0,55,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9397416114807129,-1.359339952468872,1.3876222372055054
315,FP,0,1,0,[CLS],0,0,58,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9390925168991089,-1.221933126449585,1.5136237144470215
3366,FP,0,1,0,[CLS],0,0,56,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9390885829925537,-1.3315255641937256,1.4039636850357056
363,FP,0,1,0,[CLS],0,0,44,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9361613988876343,-1.3773928880691528,1.3080368041992188
1902,FP,0,1,0,[CLS],0,0,50,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9349714517593384,-1.4503672122955322,1.215322494506836
789,FP,0,1,0,[CLS],0,0,54,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9325405359268188,-1.3302322626113892,1.2961534261703491
524,FP,0,1,0,[CLS],0,0,54,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9320682883262634,-1.3295072317123413,1.2893965244293213
1202,FP,0,1,0,[CLS],0,0,57,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9310919642448425,-1.2883683443069458,1.3152179718017578
711,FP,0,1,0,[CLS],0,0,54,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9299903512001038,-1.2871010303497314,1.2994400262832642
2506,FP,0,1,0,[CLS],0,0,54,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9299712181091309,-1.3982000350952148,1.1880464553833008
2840,FP,0,1,0,[CLS],0,0,57,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9277071356773376,-1.2638905048370361,1.2880996465682983
1931,FP,0,1,0,[CLS],0,0,52,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9269165992736816,-1.3350404500961304,1.2052223682403564
2943,FP,0,1,0,[CLS],0,0,59,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9243168234825134,-1.2257636785507202,1.2767361402511597
911,FP,0,1,0,[CLS],0,0,53,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9241803884506226,-1.3120713233947754,1.1884784698486328
754,FP,0,1,0,[CLS],0,0,54,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9199584722518921,-1.0719841718673706,1.369798183441162
1576,FP,0,1,0,[CLS],0,0,56,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9199361801147461,-1.1989763975143433,1.2425029277801514
792,FP,0,1,0,[CLS],0,0,62,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9192922711372375,-1.0922954082489014,1.3404734134674072
1532,FP,0,1,0,[CLS],0,0,52,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9187870025634766,-1.432511806488037,0.9934667944908142
246,FP,0,1,0,[CLS],0,0,52,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9159631133079529,-1.3113951683044434,1.0773252248764038
3287,FP,0,1,0,[CLS],0,0,59,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9125490188598633,-1.1069470643997192,1.2382166385650635
990,FP,0,1,0,[CLS],0,0,51,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.910908043384552,-1.141182780265808,1.1835905313491821
678,FP,0,1,0,[CLS],0,0,55,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9092151522636414,-1.1598742008209229,1.1442148685455322
3311,FP,0,1,0,[CLS],0,0,56,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9081613421440125,-1.0980982780456543,1.1932908296585083
126,FP,0,1,0,[CLS],0,0,56,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9069199562072754,-1.2546370029449463,1.021957278251648
955,FP,0,1,0,[CLS],0,0,48,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.906149685382843,-1.180933952331543,1.0865685939788818
1858,FP,0,1,0,[CLS],0,0,56,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9059677124023438,-1.081068992614746,1.184296727180481
243,FP,0,1,0,[CLS],0,0,60,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9046940207481384,-1.1408281326293945,1.1096760034561157
2309,FP,0,1,0,[CLS],0,0,51,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.904667854309082,-1.0706661939620972,1.179534912109375
3521,FP,0,1,0,[CLS],0,0,54,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9046316742897034,-1.1866471767425537,1.063134789466858
3493,FP,0,1,0,[CLS],0,0,52,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9039745330810547,-1.1134223937988281,1.12876558303833
1474,FP,0,1,0,[CLS],0,0,55,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9030916690826416,-1.285186767578125,0.9468716979026794
2339,FP,0,1,0,[CLS],0,0,54,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9028750061988831,-1.118517518043518,1.1110681295394897
1567,FP,0,1,0,[CLS],0,0,47,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9012749195098877,-1.1121211051940918,1.0993505716323853
2186,FP,0,1,0,[CLS],0,0,57,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9009307622909546,-1.1328808069229126,1.0747284889221191
785,FP,0,1,0,[CLS],0,0,48,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9001069664955139,-1.2230404615402222,0.9753727316856384
374,FP,0,1,0,[CLS],0,0,55,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.8988668918609619,-1.0620954036712646,1.1226024627685547
1876,FP,0,1,0,[CLS],0,0,43,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.8971502780914307,-1.155012607574463,1.0109412670135498
2621,FP,0,1,0,[CLS],0,0,52,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.895788311958313,-1.1305021047592163,1.020777940750122
456,FP,0,1,0,[CLS],0,0,46,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.8941113352775574,-1.0763359069824219,1.0571060180664062
3101,FP,0,1,0,[CLS],0,0,46,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.8938349485397339,-1.0611664056777954,1.0693602561950684
48,FP,0,1,0,[CLS],0,0,59,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.8914642333984375,-1.0424643754959106,1.0633213520050049
