PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,target,example_id,confusion_category,pred_label
5.959428,-0.7566817,0.22227572,-0.37720188,-0.23449427,0.28436816,-0.5717494,-0.15190606,-0.2946778,0.2708261,1,chr17:45585364:esophagus_muscularis_mucosa:0,TP,1
-3.024745,-1.0150723,0.4336083,1.2466547,0.35379222,-0.5244723,-0.008718869,-0.099276416,-0.2231475,0.22237101,1,chr9:127348292:gastroesophageal_sphincter:0,FN,0
-3.642072,-0.9536293,0.73331666,0.61576825,0.07505346,-0.005630749,0.15612958,0.36785924,-0.19461644,0.7411832,0,chr21:43723793:body_of_pancreas:0,TN,0
-1.9700193,0.09467859,0.9377042,-1.7193396,1.2006344,-0.77638704,0.36322096,0.021427624,0.06299836,0.08982924,0,chr6:138988030:esophagus_squamous_epithelium:0,TN,0
6.5403433,-0.27105138,0.20992798,0.50180125,-0.38569477,-1.0855789,-0.1217049,-0.17993122,-0.3056529,-0.0671379,1,chr17:22909996:testis:0,TP,1
-3.539057,-1.1361914,0.8011777,0.6066175,0.5833204,-0.013816071,-0.4353538,0.08893068,-0.27892014,0.387892,1,chr18:56728983:transverse_colon:0,FN,0
5.724224,-0.16378374,-0.44212213,0.9576722,0.9090193,-0.3249805,-0.35563782,-0.6205388,0.37713605,0.33404565,1,chr11:29644415:prostate_gland:0,TP,1
-1.67378,0.36115184,0.38431385,0.10211108,-0.36986914,-0.14316161,0.75339824,-0.12567668,-0.42208585,-0.79465026,0,chr6:11013986:body_of_pancreas:0,TN,0
5.201364,-1.8137825,-0.65798813,0.08663898,-0.053842366,-0.52123797,-0.514374,-0.78085566,-0.0845988,-0.26618984,1,chr7:100949214:Peyers_patch:0,TP,1
-1.5117866,0.44514072,-0.11849603,-2.015953,0.710309,1.0799123,-0.35819897,0.050894137,-0.45023587,-0.10586118,0,chr15:63122523:gastrocnemius_medialis:0,TN,0
-0.72664326,1.5728425,-1.6801366,-0.26936805,0.016471917,-0.035629623,0.5801024,-0.9796929,-0.08818345,-0.09871633,0,chr1:19659758:tibial_nerve:0,TN,0
4.782162,-1.3878053,-0.85468125,0.47670898,1.4555488,-0.4291952,-0.8049152,-0.46099913,-0.12152528,-0.88375413,1,chr11:46305551:body_of_pancreas:0,TP,1
-3.2425742,0.111544885,0.8465561,-0.86891955,0.15318802,-0.21759665,-0.206818,0.375659,0.18342674,0.13033918,1,chr5:759207:body_of_pancreas:0,FN,0
-2.3074205,0.036473136,0.79280484,0.5158586,0.48400143,0.32498765,0.21435215,-0.019011894,0.3126755,-0.18442313,0,chr7:100217197:tibial_artery:0,TN,0
-3.020257,-1.875783,-1.7061803,1.1334568,-1.0291036,0.06846291,0.8700276,0.20700237,0.31415477,-1.0013983,0,chr9:105609267:thoracic_aorta:0,TN,0
-1.0917425,-1.5406661,-0.9324306,0.41129532,-1.3887302,-0.1260924,0.7851839,0.10611959,0.19309862,-1.2499954,0,chr3:64325309:thoracic_aorta:0,TN,0
-1.560509,-3.2526233,-1.0276958,-0.54354584,1.4348317,0.2811865,0.03970589,0.35540733,-0.6630623,-0.31486034,0,chr17:4639421:upper_lobe_of_left_lung:0,TN,0
-2.6759455,2.0238783,1.1526875,0.33814776,0.031496804,0.14380008,-0.75681233,-0.046701513,-0.24187134,-0.32489586,0,chr14:34228362:thoracic_aorta:0,TN,0
6.8625865,0.70572865,0.97313327,-0.06289573,-0.65732735,-0.068978585,0.0639698,0.34262082,-0.19967245,0.60594,1,chr7:142521135:transverse_colon:0,TP,1
3.7628887,-0.10592952,-0.94108796,0.026233539,-0.88462305,0.7314465,-0.254999,-1.0662771,-0.11674082,1.6115788,1,chr7:73725711:suprapubic_skin:0,TP,1
-2.1585221,-1.0017607,0.73483336,0.30250657,1.0171964,-0.021310885,0.6121325,0.7281206,-1.1002438,-0.03517741,0,chr3:9862475:body_of_pancreas:0,TN,0
-2.9004202,-0.27355242,1.1544919,1.2271171,-0.10534757,0.4718812,-0.008109807,-0.38243884,-0.4379247,0.29601398,0,chr1:225816669:transverse_colon:0,TN,0
4.6138425,2.2248592,1.1943293,-0.26733473,-0.4681941,-0.037938684,0.8071044,0.44730672,-0.17214447,0.93568087,0,chr2:46818510:body_of_pancreas:0,FP,1
-3.4343953,-0.064753875,1.4852579,1.0286611,-0.4706151,-0.32564253,-0.3619585,-0.1255082,0.50559205,0.15921125,0,chr6:2448888:adrenal_gland:0,TN,0
-4.3783145,-1.558862,-0.2043202,-0.17654036,-0.6336423,-0.28758955,-0.119643025,0.10887276,-0.40735584,0.2544467,0,chr12:21437622:tibial_artery:0,TN,0
-1.1416171,-3.4245875,-1.1860647,-1.1311675,1.6570531,-0.38153058,0.12066557,0.1866293,-0.35014564,0.07331368,0,chr6:31356771:prostate_gland:0,TN,0
-1.0879669,-0.2806216,-1.3028502,1.1169939,-0.75709546,0.8486476,0.23201467,-0.21798551,0.3976585,0.4892803,1,chr5:123274158:body_of_pancreas:0,FN,0
1.5165515,0.21666445,0.62077165,-1.0317065,1.607322,-1.1215254,1.0918052,0.07354311,-0.28173456,-0.6248581,1,chr17:49764139:body_of_pancreas:0,TP,1
4.52073,-2.3127553,-0.9930046,-0.09090433,-0.13725449,-0.71727425,-0.19187413,-0.24055132,-0.3203974,-0.18309498,1,chr12:121918386:transverse_colon:0,TP,1
-3.5127187,-1.2742246,0.16169506,-0.5574952,-0.21772528,-0.060024165,0.79004914,0.27338853,0.11984111,-0.021368934,0,chr9:133565456:testis:0,TN,0
-2.7601483,0.15146647,0.2602028,-1.6214015,0.2723002,-0.48791474,-0.5322084,-0.071262866,0.71680576,0.1476728,0,chr1:100249897:lower_leg_skin:0,TN,0
-2.2538395,0.2854841,0.75291693,-1.6526006,0.45828876,-0.7863361,0.14833783,0.026852895,0.78687924,0.35711432,0,chr7:26377045:sigmoid_colon:0,TN,0
2.7709038,0.46366382,-0.00021116024,-0.40558517,-1.6449254,-0.46927938,1.0873827,-1.1012499,0.2687418,-0.36851144,1,chr2:196068383:spleen:0,TP,1
5.4686446,-0.7037709,-0.010464979,-0.13193646,0.57526225,0.029514557,-0.2388508,-0.6379793,0.38795325,0.6775817,1,chr3:165196968:body_of_pancreas:0,TP,1
-2.5777168,0.6670096,1.0515503,0.8007797,-0.2545827,-0.36491686,0.5383372,-0.30197406,0.25233123,0.13627551,0,chr6:29942249:spleen:0,TN,0
-1.9290824,2.663869,-0.56227106,-0.70447046,-0.19076881,-0.61176515,-0.4328263,-0.35670793,-0.4533954,-0.48927274,0,chr19:48152501:omental_fat_pad:0,TN,0
4.7655797,-1.6806833,-0.09891185,-0.9347848,0.38362256,0.82211196,-0.48961177,-0.42325795,0.07863778,0.22835205,1,chr9:42852316:suprapubic_skin:0,TP,1
-3.3173285,0.53816426,-0.2790495,-0.10089655,-0.39272892,-0.585628,0.26363355,0.15476222,-0.30428398,-0.033848852,1,chr1:29230711:body_of_pancreas:0,FN,0
3.131244,-2.1505723,0.39089686,-1.5394126,-0.17824095,0.6335429,0.24415024,0.0151660135,-0.2411359,0.093631476,0,chr19:7637688:body_of_pancreas:0,FP,1
-0.6070015,-0.13141197,0.49327928,0.23123144,0.46146908,0.6936925,0.87229633,0.042040236,-0.94919926,-0.82277,0,chr16:85056622:adrenal_gland:0,TN,0
5.5443425,-1.3000529,-0.19769046,-0.013144729,0.3071591,0.27226648,-0.8518913,-0.37026983,0.12151706,0.041233115,1,chr3:75785357:upper_lobe_of_left_lung:0,TP,1
-3.1362696,0.87144476,0.16974355,-1.3158488,-0.12685767,-0.4970909,0.32416356,0.064051494,-0.47018218,-0.124777846,0,chr7:5487175:body_of_pancreas:0,TN,0
4.0439587,-1.7778398,-0.90500885,0.56622475,0.03920203,-0.09278586,-0.40199593,-0.32534194,0.016999777,-1.2689353,1,chr7:142771759:body_of_pancreas:0,TP,1
-2.102813,-0.26192638,1.6937122,1.6586822,0.7970378,0.742022,0.30960125,-0.17198467,-0.5602597,-0.20093793,1,chr6:131199853:Peyers_patch:0,FN,0
-4.1785083,-1.6848125,0.2449209,1.1424494,-0.56862944,0.13097532,-0.044115633,0.10792578,-0.2858712,0.26499152,1,chr12:8058040:tibial_nerve:0,FN,0
-3.981477,-0.41931742,-0.6331264,0.07550281,-0.6074604,-0.21703885,0.07916822,0.5654996,-0.49005872,0.2871985,1,chr6:32967583:body_of_pancreas:0,FN,0
-3.4785128,-0.1483525,0.47334304,0.23628333,-0.37902164,-0.28982434,-0.47165367,-0.029686792,0.6983182,-0.19151568,0,chr6:32622665:body_of_pancreas:0,TN,0
-4.1945024,-0.20306623,-0.6774813,-0.26364467,-1.089003,-0.71756375,-1.0475348,0.058670234,0.49280617,0.19629441,0,chr5:75681235:upper_lobe_of_left_lung:0,TN,0
-2.0507727,2.8343,-0.25563395,0.065653436,-0.025843594,-0.4044009,-1.3780994,-0.5335356,-0.03477138,-0.4452099,0,chr13:108155918:adrenal_gland:0,TN,0
-3.574057,-0.75066686,1.0102011,0.008312062,-0.06392813,0.41768208,-0.15091941,-0.0118001895,-0.53743225,-0.037894376,1,chr5:149431239:upper_lobe_of_left_lung:0,FN,0
-1.917824,1.9423939,-0.59994537,-0.45940065,0.40304095,-0.78644854,0.28548825,-0.35143855,-0.1131743,-0.26345906,0,chr17:74791544:spleen:0,TN,0
-3.024745,-1.0150723,0.4336083,1.2466547,0.35379222,-0.5244723,-0.008718869,-0.099276416,-0.2231475,0.22237101,1,chr9:127348292:Peyers_patch:0,FN,0
6.412731,-0.011112136,0.06743202,0.36835706,-0.511217,-0.95927846,0.26370156,-0.05179241,-0.1783405,0.24444138,1,chr17:22856764:adrenal_gland:0,TP,1
-3.137552,0.6846824,0.40481108,0.54904145,-0.2704232,0.11503313,-0.5530265,-0.0598225,-0.010972634,0.28406993,0,chr10:1227900:thoracic_aorta:0,TN,0
6.1421647,0.14585958,0.69419986,-0.31948262,-0.43469435,0.25825176,-0.0985454,0.47707692,-0.48468813,0.1824137,1,chr11:60251676:spleen:0,TP,1
-2.7730334,0.71550095,0.5095586,-0.2928626,-0.59508437,-0.14455898,-0.46739435,0.47777238,0.29487005,-0.32996696,0,chr1:51769068:tibial_artery:0,TN,0
-2.5410416,0.59361196,1.8881304,0.3192641,0.41897282,-0.33849004,0.21737722,-0.052577633,-0.8831475,0.21107073,0,chr15:34210265:tibial_nerve:0,TN,0
6.877429,0.046417132,0.62968266,0.2392281,-0.18503653,-0.37764516,-0.2740827,0.21500437,-0.05595636,0.1852011,1,chr9:42974893:transverse_colon:0,TP,1
-1.5890213,0.3097075,-1.0176742,0.5041661,0.14546607,0.41034853,0.048093148,0.6132406,-0.018385708,-0.75375026,0,chr2:171054379:body_of_pancreas:0,TN,0
-0.8653039,0.0059540663,1.1595556,-1.8698268,1.5738094,-0.118647344,0.45330957,0.18573904,0.25631475,-0.0129451845,1,chr5:181184339:prostate_gland:0,FN,0
6.1772027,-0.63483644,-0.024337973,0.48153552,-0.16339067,-0.51074135,-0.5850305,-0.30529273,-0.29247758,0.38366136,1,chr6:31374359:spleen:0,TP,1
-2.3787186,0.8286566,-2.0599563,-0.07641005,0.18543777,1.206039,-0.82373,-0.34401098,0.042025205,0.19053869,0,chr12:21313572:upper_lobe_of_left_lung:0,TN,0
1.4172382,-2.175339,0.32530868,-0.29893848,0.4316501,0.69579524,0.39097807,-0.2894296,0.924116,-0.25166148,0,chr10:77620178:thoracic_aorta:0,FP,1
5.79376,0.23801006,1.002711,-0.81415325,-0.6332064,0.12563895,0.28874654,0.26467854,-0.4941748,-0.08767683,1,chr19:47436804:sigmoid_colon:0,TP,1
-2.1776495,-1.0358464,0.29027602,-0.5706584,0.19569573,-0.74943644,0.52144825,-0.20631638,-0.2875393,0.44385606,0,chr5:109409450:transverse_colon:0,TN,0
-0.7824049,1.4674336,-0.92582613,0.16872986,-0.45077345,0.48954162,0.4295057,0.64653414,0.12797602,0.0882355,0,chr12:14454207:adrenal_gland:0,TN,0
-1.919171,-0.4701527,-0.27397084,-0.5649524,-0.21039055,0.4509242,0.0793561,0.401337,0.08086867,-0.41928422,0,chr22:26483000:body_of_pancreas:0,TN,0
0.4271912,-1.7540982,0.066397905,-0.6967539,-0.9683174,0.5875249,0.6946716,0.6710758,0.23579219,-0.79853266,0,chr4:10582403:Peyers_patch:0,FP,1
-2.7723958,2.0239859,-1.4962642,0.13254659,0.29310456,0.1176073,0.049992267,-0.22511503,-0.17312278,0.21686968,0,chr2:161273349:adrenal_gland:0,TN,0
-3.9298246,-1.5551846,-0.69152737,-0.30233076,-0.6230033,-0.42677054,0.1382334,0.52610993,-0.75985736,0.20214775,1,chr4:77240591:gastroesophageal_sphincter:0,FN,0
6.3376412,-0.015696133,0.62428665,-0.2506966,-0.683789,0.27584946,-0.15446301,0.18230022,-0.22760884,0.50744236,1,chr17:43360096:transverse_colon:0,TP,1
-3.141323,-0.15258105,-0.036517765,-0.6409567,0.83445364,-1.1548992,0.24455963,0.008556166,-0.7935386,0.38840035,0,chr16:70801195:esophagus_muscularis_mucosa:0,TN,0
1.5682465,-0.67368996,0.5630275,-0.63817275,-1.113486,0.106733404,1.0373336,0.43062124,-0.05950744,-0.24802063,1,chr2:111313881:body_of_pancreas:0,TP,1
-3.476643,-0.17689228,0.16304104,-0.09881003,-0.3836744,-0.37447312,-0.4317355,0.23684946,0.031962745,-0.08452856,1,chr4:119212065:upper_lobe_of_left_lung:0,FN,0
6.412731,-0.011112136,0.06743202,0.36835706,-0.511217,-0.95927846,0.26370156,-0.05179241,-0.1783405,0.24444138,1,chr17:22856764:sigmoid_colon:0,TP,1
-2.6910212,-0.9473432,0.7955778,1.1911452,-0.33614302,-0.12056183,-0.28455985,-0.035848156,1.3890474,0.28561008,0,chr18:46481136:Peyers_patch:0,TN,0
-0.50371194,1.0859503,1.5361247,-1.4897835,-0.52472645,-0.88304263,0.46990868,-0.19014806,1.1022409,-0.3054997,1,chr15:40906278:transverse_colon:0,FN,0
-1.1720194,1.0353757,1.0161532,-0.77830935,1.4610825,-0.47530258,0.16992888,0.20861557,0.26435915,0.12110464,0,chr4:2764553:thoracic_aorta:0,TN,0
-3.2232928,0.5867306,0.8463694,-0.20074734,-0.8480694,-0.12162863,-0.14133051,0.19508474,0.4973071,-0.3893554,0,chr1:220775349:transverse_colon:0,TN,0
-3.1911938,0.64314175,0.53498644,-0.85295653,-0.06657408,-0.5182694,-0.32406414,0.32267398,0.32193172,0.5094879,0,chr8:123042465:testis:0,TN,0
5.959428,-0.7566817,0.22227572,-0.37720188,-0.23449427,0.28436816,-0.5717494,-0.15190606,-0.2946778,0.2708261,1,chr17:45585364:body_of_pancreas:0,TP,1
2.8942146,0.4429584,-1.2859379,-0.25234288,0.5704545,1.672957,-0.19742651,0.044248793,-0.17322049,1.4422184,1,chr19:4352840:upper_lobe_of_left_lung:0,TP,1
5.0389867,-0.0036601506,-0.052204765,0.4815908,1.2067679,-0.13892567,-0.34106857,0.6576669,-0.17255624,-0.78632194,1,chr19:45678133:adrenal_gland:0,TP,1
-3.981477,-0.41931742,-0.6331264,0.07550281,-0.6074604,-0.21703885,0.07916822,0.5654996,-0.49005872,0.2871985,0,chr6:32967583:gastrocnemius_medialis:0,TN,0
-2.9823916,-1.6822245,0.06347737,-1.1365826,-0.6970358,-0.21079683,-0.12188908,-0.47802508,0.22656782,-0.06877037,0,chr16:87950990:body_of_pancreas:0,TN,0
-2.3502195,-1.3697301,0.14115039,1.3402731,-0.29215285,0.32461804,0.51289487,0.45498064,-0.66973495,-0.13890672,0,chr19:22302101:esophagus_squamous_epithelium:0,TN,0
-1.5324411,3.0214407,0.11823791,-0.22114235,-0.29276043,0.0108530875,-0.82968926,-0.27045238,-0.17826629,-0.41777793,1,chr7:5085799:spleen:0,FN,0
6.877429,0.046417132,0.62968266,0.2392281,-0.18503653,-0.37764516,-0.2740827,0.21500437,-0.05595636,0.1852011,1,chr9:42974893:tibial_nerve:0,TP,1
0.7837262,-1.8069365,-0.17473094,-2.012975,1.2744713,-0.7461811,0.2687048,-0.5050914,0.7210658,0.16913393,1,chr11:32892862:upper_lobe_of_left_lung:0,TP,1
-1.6417307,-0.5513078,-1.5372481,-0.319351,-0.98022634,0.47597566,-0.24781673,0.1402624,-0.47671753,-0.18359816,0,chr10:69743429:testis:0,TN,0
6.904042,0.118319914,0.4829873,0.5378541,-0.10061769,-1.0111066,-0.25865108,-0.49245015,-0.38271108,-0.026734523,1,chr3:75785547:gastrocnemius_medialis:0,TP,1
-1.2420697,-0.32472247,-1.4897829,-0.15140796,-0.25123313,0.09076391,-0.23675159,1.0513946,-0.75012326,-1.0121875,0,chr1:201704952:spleen:0,TN,0
4.1998715,0.6054546,-0.24015433,-0.6789706,-0.38580418,0.9110897,-0.08210409,-0.42408597,0.39302447,0.070006244,1,chr17:879808:tibial_artery:0,TP,1
-2.6265357,0.9424537,-0.17163216,0.38412717,-0.3909295,-0.19147035,-0.27640897,0.4199155,0.018529644,-0.17103355,0,chr3:177592618:thoracic_aorta:0,TN,0
-4.304642,-0.5798831,-0.64553714,-0.22858092,-1.051399,-0.9033647,-0.83454865,0.35038114,0.09514704,0.03353757,1,chr15:82365725:suprapubic_skin:0,FN,0
-2.9184296,0.8919186,0.56556565,-1.5138831,0.74689335,-0.4899919,-0.9024952,-0.054330625,0.09652574,-0.13606453,0,chr8:94640757:transverse_colon:0,TN,0
-0.8670708,-1.1777174,0.2949196,-1.569485,0.83441424,0.40522876,0.8183904,0.027152237,0.10855492,0.04723115,1,chr22:49724957:upper_lobe_of_left_lung:0,FN,0
-3.039846,-2.5171168,-0.7624916,-0.71130234,0.91316813,-0.18153816,0.35322678,0.06047863,-0.667563,0.22587438,0,chr22:23289163:upper_lobe_of_left_lung:0,TN,0
5.492151,-1.1732957,0.08344228,-0.23423591,-0.535666,0.0832332,0.028524335,-0.25879452,-0.21627134,0.0068264254,1,chr12:11071467:body_of_pancreas:0,TP,1
-2.2834978,-2.1833704,0.16795683,-0.24385141,0.5641585,0.66408134,0.07715834,0.6486049,0.60481864,-0.6126262,1,chr6:169655219:tibial_nerve:0,FN,0
-2.29951,0.5361906,-0.2555514,-1.6928383,-0.531807,-0.33232278,-0.032088477,0.5217076,-0.17298126,-0.29628474,0,chr19:41706904:upper_lobe_of_left_lung:0,TN,0
-3.388502,-0.036253665,0.14765532,-0.0506918,-0.38588688,-0.21008782,-0.58265525,0.6385808,0.25948524,0.15872271,1,chr19:49085162:gastroesophageal_sphincter:0,FN,0
2.7373347,-0.18444559,0.40452883,-0.8248794,0.37336406,1.4054246,-0.09550699,0.015924195,-0.20706311,-0.19810061,0,chr16:2661012:tibial_nerve:0,FP,1
2.2832472,0.35171443,-0.82027495,-0.03845302,0.08876075,-0.4359244,1.3619227,-1.3065428,1.2673911,0.25493088,0,chr6:16409816:esophagus_squamous_epithelium:0,FP,1
-3.1633828,-2.486889,-0.86827207,-0.033000395,-0.92444795,0.3878188,-0.65217847,0.27058125,1.400712,0.43949538,0,chr6:154371294:thoracic_aorta:0,TN,0
-2.8767073,-1.1730127,0.8983914,-1.2158757,0.9101016,-0.10736578,0.62167096,0.008644437,-0.3691619,0.16033098,0,chr17:37489615:gastroesophageal_sphincter:0,TN,0
-3.5740657,-0.75067645,1.0101956,0.008313097,-0.063928396,0.41768053,-0.15092102,-0.01180078,-0.5374336,-0.037891842,1,chr5:149431239:spleen:0,FN,0
3.5071826,-1.1180177,0.012469616,-0.40677813,0.34548366,-0.88937867,0.8345331,-0.90595615,0.23050909,0.05100763,1,chr12:1922226:body_of_pancreas:0,TP,1
3.3047345,-1.5296808,-0.69842637,-0.1524162,0.4688017,0.17425321,-0.03479869,0.8872425,0.059556108,-0.77475727,0,chr22:11703827:prostate_gland:0,FP,1
-1.1417928,2.474187,-1.421777,-0.3014725,0.27597,0.102100275,0.67382944,-0.32763442,-0.79776055,0.27404973,0,chr3:58305852:sigmoid_colon:0,TN,0
6.066187,-0.23998557,0.2860484,0.15814334,-0.004239648,-0.6400559,-0.15449083,-0.48634198,-0.14705615,0.11650155,1,chr21:42863253:Peyers_patch:0,TP,1
-1.4023141,0.8165511,1.8718655,1.2881641,0.43967295,0.6617879,0.5137232,-0.49549952,-0.31565225,0.14347117,1,chr12:104294234:transverse_colon:0,FN,0
-3.8965461,-1.7704608,0.5125248,1.8058321,-0.5168585,0.19385397,0.16393511,-0.32153675,-0.5604517,0.54750377,0,chr18:3595766:Peyers_patch:0,TN,0
3.1883044,1.1410156,-1.0589623,0.5587848,-0.2923958,-0.18795583,0.7328681,2.6109784,0.8422389,0.8655581,1,chr8:44636977:sigmoid_colon:0,TP,1
-1.1134025,-0.6628104,0.9058356,1.015543,0.33413512,0.70719403,0.8213623,0.04421109,-0.8429284,-0.81164855,1,chr19:21585701:body_of_pancreas:0,FN,0
-2.8266788,-1.9245607,-0.3898372,0.701668,-0.65004337,-0.20450543,0.09101495,-0.2855252,0.2718139,-0.46472543,1,chr14:25132674:body_of_pancreas:0,FN,0
-2.2828176,1.5032141,0.7922041,-0.97349465,-0.5765809,0.006203376,0.24194202,0.2614169,-0.15613714,-0.75572044,0,chr1:165592941:suprapubic_skin:0,TN,0
6.304405,0.13334675,0.74436647,0.002358383,-0.1978262,-0.031248989,0.013327842,0.828908,-0.210681,-0.26403832,1,chr8:18872306:body_of_pancreas:0,TP,1
5.4364915,-0.53719443,-0.26054823,0.37831566,-0.26028946,-0.6448035,-0.16664885,-0.5209814,0.048798654,-0.0337625,1,chr2:158415565:gastroesophageal_sphincter:0,TP,1
-0.57622385,0.5277328,0.738907,0.50205106,0.56655633,-0.3194027,0.23152374,0.2972461,0.17451282,0.049239643,0,chr14:74252095:tibial_artery:0,TN,0
-4.3019347,-2.5690947,-0.33332628,0.6457831,-0.7848095,0.2909947,-0.10587318,-0.11813882,-0.1903659,0.21463929,0,chr2:111667723:gastrocnemius_medialis:0,TN,0
-3.19917,-0.007708761,1.3753046,1.3158567,-0.54023194,0.07594894,-0.010472645,-0.057923358,0.63899046,-0.06300494,0,chr21:30341086:testis:0,TN,0
-3.2735171,-1.2646873,0.9126877,1.5630285,-0.024856798,0.5842698,0.3572118,-0.38354024,-0.45518124,0.27954456,0,chr19:42884973:prostate_gland:0,TN,0
-2.7587605,-0.0808343,-1.0163236,-0.57253087,0.58249205,0.4809174,0.027869789,0.25852206,-0.63560134,-0.42405432,0,chr9:94623665:Peyers_patch:0,TN,0
-3.864102,-2.2418876,-0.76466036,0.06970178,-0.053931855,-0.06177269,-0.16891852,0.46324947,-0.70212924,0.66143256,1,chr20:54201250:sigmoid_colon:0,FN,0
4.7655797,-1.6806833,-0.09891185,-0.9347848,0.38362256,0.82211196,-0.48961177,-0.42325795,0.07863778,0.22835205,1,chr9:42852316:spleen:0,TP,1
5.1985097,-0.7403892,-0.6330237,0.40681994,0.7957236,0.8157914,-0.9060496,-0.30149537,0.16941153,0.18993638,1,chr16:14812040:prostate_gland:0,TP,1
-3.3453603,0.5395326,-0.53494596,-0.2082808,-0.67360204,-0.40817812,-0.7564168,-0.24601942,-0.3744283,-0.5318301,0,chr15:61621312:upper_lobe_of_left_lung:0,TN,0
-3.3790538,-0.80265194,-0.03865573,-0.6450729,-0.19548985,0.075447194,-0.477704,1.0146201,-0.47043058,-0.0709791,1,chr9:83219701:Peyers_patch:0,FN,0
4.219795,-1.2565416,-0.3194681,0.27295136,-0.41022775,-0.16794565,-0.2320249,-0.002983795,-0.37837803,-1.0585762,1,chr4:75289967:upper_lobe_of_left_lung:0,TP,1
