example_id,confusion_category,position_relative_to_snv,ism_importance
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-68,0.003399372100830078
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-67,0.004049777984619141
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-66,0.005505561828613281
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-65,0.0032863616943359375
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-64,0.0018777847290039062
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-63,0.0037169456481933594
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-62,0.004531383514404297
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-61,0.0036153793334960938
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-60,0.0037403106689453125
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-59,0.0029630661010742188
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-58,0.004344940185546875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-57,0.00164031982421875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-56,0.000560760498046875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-55,0.0020236968994140625
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-54,0.0009927749633789062
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-53,0.00039768218994140625
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-52,0.0012726783752441406
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-51,0.0011348724365234375
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-50,0.0015592575073242188
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-49,0.0011882781982421875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-48,0.0024738311767578125
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-47,0.0013661384582519531
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-46,0.0022649765014648438
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-45,0.00225830078125
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-44,0.0011181831359863281
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-43,0.0025010108947753906
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-42,0.0018253326416015625
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-41,0.0026483535766601562
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-40,0.0012745857238769531
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-39,0.0006170272827148438
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-38,0.0010128021240234375
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-37,0.0027785301208496094
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-36,0.0016312599182128906
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-35,0.0008749961853027344
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-34,0.0017490386962890625
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-33,0.0014657974243164062
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-32,0.00254058837890625
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-31,0.0012331008911132812
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-30,0.0024776458740234375
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-29,0.0010042190551757812
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-28,0.0012569427490234375
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-27,0.003177642822265625
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-26,0.0038881301879882812
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-25,0.0032472610473632812
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-24,0.0012693405151367188
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-23,0.0024576187133789062
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-22,0.0007181167602539062
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-21,0.0010991096496582031
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-20,0.0014429092407226562
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-19,0.0011186599731445312
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-18,0.0008211135864257812
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-17,0.0010423660278320312
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-16,0.00128936767578125
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-15,0.0019378662109375
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-14,0.002299785614013672
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-13,0.0005779266357421875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-12,0.0022726058959960938
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-11,0.0013413429260253906
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-10,0.0016202926635742188
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-9,0.00325775146484375
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-8,0.0007538795471191406
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-7,0.0005502700805664062
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-6,0.0010805130004882812
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-5,0.0006375312805175781
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-4,0.0010385513305664062
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-3,0.000514984130859375
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-2,0.00296783447265625
chr3:75785609:esophagus_muscularis_mucosa:0,TP,-1,0.002559185028076172
chr3:75785609:esophagus_muscularis_mucosa:0,TP,0,0.0011305809020996094
chr3:75785609:esophagus_muscularis_mucosa:0,TP,1,0.0012083053588867188
chr3:75785609:esophagus_muscularis_mucosa:0,TP,2,0.0005259513854980469
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,0.0020837783813476562
chr3:75785609:esophagus_muscularis_mucosa:0,TP,4,0.0015821456909179688
chr3:75785609:esophagus_muscularis_mucosa:0,TP,5,0.00191497802734375
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,0.0005040168762207031
chr3:75785609:esophagus_muscularis_mucosa:0,TP,7,0.0010342597961425781
chr3:75785609:esophagus_muscularis_mucosa:0,TP,8,0.0006437301635742188
chr3:75785609:esophagus_muscularis_mucosa:0,TP,9,0.000789642333984375
chr3:75785609:esophagus_muscularis_mucosa:0,TP,10,0.0011801719665527344
chr3:75785609:esophagus_muscularis_mucosa:0,TP,11,0.001312255859375
chr3:75785609:esophagus_muscularis_mucosa:0,TP,12,0.0009965896606445312
chr3:75785609:esophagus_muscularis_mucosa:0,TP,13,0.00064849853515625
chr3:75785609:esophagus_muscularis_mucosa:0,TP,14,0.0014333724975585938
chr3:75785609:esophagus_muscularis_mucosa:0,TP,15,0.000926971435546875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,16,0.0018477439880371094
chr3:75785609:esophagus_muscularis_mucosa:0,TP,17,0.00047206878662109375
chr3:75785609:esophagus_muscularis_mucosa:0,TP,18,0.002273082733154297
chr3:75785609:esophagus_muscularis_mucosa:0,TP,19,0.0011830329895019531
chr3:75785609:esophagus_muscularis_mucosa:0,TP,20,0.001461029052734375
chr3:75785609:esophagus_muscularis_mucosa:0,TP,21,0.0011396408081054688
chr3:75785609:esophagus_muscularis_mucosa:0,TP,22,0.0015401840209960938
chr3:75785609:esophagus_muscularis_mucosa:0,TP,23,0.00046634674072265625
chr3:75785609:esophagus_muscularis_mucosa:0,TP,24,0.0010938644409179688
chr3:75785609:esophagus_muscularis_mucosa:0,TP,25,0.0008554458618164062
chr3:75785609:esophagus_muscularis_mucosa:0,TP,26,0.0024366378784179688
chr3:75785609:esophagus_muscularis_mucosa:0,TP,27,0.0014982223510742188
chr3:75785609:esophagus_muscularis_mucosa:0,TP,28,0.0006489753723144531
chr3:75785609:esophagus_muscularis_mucosa:0,TP,29,0.0011196136474609375
chr3:75785609:esophagus_muscularis_mucosa:0,TP,30,0.00144195556640625
chr3:75785609:esophagus_muscularis_mucosa:0,TP,31,0.0014553070068359375
chr3:75785609:esophagus_muscularis_mucosa:0,TP,32,0.0013475418090820312
chr3:75785609:esophagus_muscularis_mucosa:0,TP,33,0.0012617111206054688
chr3:75785609:esophagus_muscularis_mucosa:0,TP,34,0.0010800361633300781
chr3:75785609:esophagus_muscularis_mucosa:0,TP,35,0.0012073516845703125
chr3:75785609:esophagus_muscularis_mucosa:0,TP,36,0.0012226104736328125
chr3:75785609:esophagus_muscularis_mucosa:0,TP,37,0.0014476776123046875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,38,0.0008029937744140625
chr3:75785609:esophagus_muscularis_mucosa:0,TP,39,0.001567840576171875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,40,0.0007061958312988281
chr3:75785609:esophagus_muscularis_mucosa:0,TP,41,0.000713348388671875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,42,0.0007710456848144531
chr3:75785609:esophagus_muscularis_mucosa:0,TP,43,0.0040874481201171875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,44,0.0016088485717773438
chr3:75785609:esophagus_muscularis_mucosa:0,TP,45,0.0011649131774902344
chr3:75785609:esophagus_muscularis_mucosa:0,TP,46,0.0005788803100585938
chr3:75785609:esophagus_muscularis_mucosa:0,TP,47,0.0025205612182617188
chr3:75785609:esophagus_muscularis_mucosa:0,TP,48,0.0011835098266601562
chr3:75785609:esophagus_muscularis_mucosa:0,TP,49,0.0006365776062011719
chr3:75785609:esophagus_muscularis_mucosa:0,TP,50,0.000438690185546875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,51,0.0003376007080078125
chr3:75785609:esophagus_muscularis_mucosa:0,TP,52,0.0017561912536621094
chr3:75785609:esophagus_muscularis_mucosa:0,TP,53,0.0014238357543945312
chr3:75785609:esophagus_muscularis_mucosa:0,TP,54,0.0011491775512695312
chr3:75785609:esophagus_muscularis_mucosa:0,TP,55,0.002929210662841797
chr3:75785609:esophagus_muscularis_mucosa:0,TP,56,0.0016040802001953125
chr3:75785609:esophagus_muscularis_mucosa:0,TP,57,0.0014104843139648438
chr3:75785609:esophagus_muscularis_mucosa:0,TP,58,0.0019407272338867188
chr3:75785609:esophagus_muscularis_mucosa:0,TP,59,0.0015649795532226562
chr3:75785609:esophagus_muscularis_mucosa:0,TP,60,0.0016541481018066406
chr3:75785609:esophagus_muscularis_mucosa:0,TP,61,0.001415252685546875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,62,0.0016498565673828125
chr3:75785609:esophagus_muscularis_mucosa:0,TP,63,0.0007143020629882812
chr3:75785609:esophagus_muscularis_mucosa:0,TP,64,0.0004673004150390625
chr3:75785609:esophagus_muscularis_mucosa:0,TP,65,0.00146484375
chr3:75785609:esophagus_muscularis_mucosa:0,TP,66,0.0006036758422851562
chr3:75785609:esophagus_muscularis_mucosa:0,TP,67,0.0010051727294921875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,68,0.001049041748046875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,69,0.0007848739624023438
chr3:75785609:esophagus_muscularis_mucosa:0,TP,70,0.0004253387451171875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,71,0.000720977783203125
chr3:75785609:esophagus_muscularis_mucosa:0,TP,72,0.0009660720825195312
chr3:75785609:esophagus_muscularis_mucosa:0,TP,73,0.002201080322265625
chr3:75785609:esophagus_muscularis_mucosa:0,TP,74,0.0013904571533203125
chr3:75785609:esophagus_muscularis_mucosa:0,TP,75,0.0023794174194335938
chr3:75785609:esophagus_muscularis_mucosa:0,TP,76,0.0004749298095703125
chr3:75785609:esophagus_muscularis_mucosa:0,TP,77,0.0010457038879394531
chr3:75785609:esophagus_muscularis_mucosa:0,TP,78,0.0006036758422851562
chr3:75785609:esophagus_muscularis_mucosa:0,TP,79,0.0005540847778320312
chr3:75785609:esophagus_muscularis_mucosa:0,TP,80,0.0022859573364257812
chr3:75785609:esophagus_muscularis_mucosa:0,TP,81,0.0023584365844726562
chr3:75785609:esophagus_muscularis_mucosa:0,TP,82,0.0029573440551757812
chr3:75785609:esophagus_muscularis_mucosa:0,TP,83,0.0011663436889648438
chr3:75785609:esophagus_muscularis_mucosa:0,TP,84,0.0016341209411621094
chr3:75785609:esophagus_muscularis_mucosa:0,TP,85,0.0013246536254882812
chr3:75785609:esophagus_muscularis_mucosa:0,TP,86,0.0015611648559570312
chr3:75785609:esophagus_muscularis_mucosa:0,TP,87,0.00318145751953125
chr3:75785609:esophagus_muscularis_mucosa:0,TP,88,0.0031461715698242188
chr3:75785609:esophagus_muscularis_mucosa:0,TP,89,0.0017490386962890625
chr3:75785609:esophagus_muscularis_mucosa:0,TP,90,0.002968311309814453
chr3:75785609:esophagus_muscularis_mucosa:0,TP,91,0.0008807182312011719
chr3:75785609:esophagus_muscularis_mucosa:0,TP,92,0.0020732879638671875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,93,0.0016303062438964844
chr3:75785609:esophagus_muscularis_mucosa:0,TP,94,0.0016927719116210938
chr3:75785609:esophagus_muscularis_mucosa:0,TP,95,0.0022029876708984375
chr3:75785609:esophagus_muscularis_mucosa:0,TP,96,0.002895355224609375
chr3:75785609:esophagus_muscularis_mucosa:0,TP,97,0.0018963813781738281
chr3:75785609:esophagus_muscularis_mucosa:0,TP,98,0.0010213851928710938
chr3:75785609:esophagus_muscularis_mucosa:0,TP,99,0.0008640289306640625
chr3:75785609:esophagus_muscularis_mucosa:0,TP,100,0.0009899139404296875
chr3:75785547:adrenal_gland:0,TP,-100,0.005666255950927734
chr3:75785547:adrenal_gland:0,TP,-99,0.0023193359375
chr3:75785547:adrenal_gland:0,TP,-98,0.0017580986022949219
chr3:75785547:adrenal_gland:0,TP,-97,0.0035905838012695312
chr3:75785547:adrenal_gland:0,TP,-96,0.0032062530517578125
chr3:75785547:adrenal_gland:0,TP,-95,0.007468223571777344
chr3:75785547:adrenal_gland:0,TP,-94,0.004157066345214844
chr3:75785547:adrenal_gland:0,TP,-93,0.0068492889404296875
chr3:75785547:adrenal_gland:0,TP,-92,0.0011224746704101562
chr3:75785547:adrenal_gland:0,TP,-91,0.002768993377685547
chr3:75785547:adrenal_gland:0,TP,-90,0.009389400482177734
chr3:75785547:adrenal_gland:0,TP,-89,0.005130767822265625
chr3:75785547:adrenal_gland:0,TP,-88,0.0058155059814453125
chr3:75785547:adrenal_gland:0,TP,-87,0.0031762123107910156
chr3:75785547:adrenal_gland:0,TP,-86,0.0034117698669433594
chr3:75785547:adrenal_gland:0,TP,-85,0.00772857666015625
chr3:75785547:adrenal_gland:0,TP,-84,0.0012717247009277344
chr3:75785547:adrenal_gland:0,TP,-83,0.003543853759765625
chr3:75785547:adrenal_gland:0,TP,-82,0.00788736343383789
chr3:75785547:adrenal_gland:0,TP,-81,0.004466533660888672
chr3:75785547:adrenal_gland:0,TP,-80,0.0025687217712402344
chr3:75785547:adrenal_gland:0,TP,-79,0.0016803741455078125
chr3:75785547:adrenal_gland:0,TP,-78,0.0021228790283203125
chr3:75785547:adrenal_gland:0,TP,-77,0.0008978843688964844
chr3:75785547:adrenal_gland:0,TP,-76,0.0011010169982910156
chr3:75785547:adrenal_gland:0,TP,-75,0.0014462471008300781
chr3:75785547:adrenal_gland:0,TP,-74,0.0035810470581054688
chr3:75785547:adrenal_gland:0,TP,-73,0.0029821395874023438
chr3:75785547:adrenal_gland:0,TP,-72,0.002178668975830078
chr3:75785547:adrenal_gland:0,TP,-71,0.0015254020690917969
chr3:75785547:adrenal_gland:0,TP,-70,0.0034923553466796875
chr3:75785547:adrenal_gland:0,TP,-69,0.0020546913146972656
chr3:75785547:adrenal_gland:0,TP,-68,0.0034842491149902344
chr3:75785547:adrenal_gland:0,TP,-67,0.0033674240112304688
chr3:75785547:adrenal_gland:0,TP,-66,0.0004105567932128906
chr3:75785547:adrenal_gland:0,TP,-65,0.004014015197753906
chr3:75785547:adrenal_gland:0,TP,-64,0.004976749420166016
chr3:75785547:adrenal_gland:0,TP,-63,0.004664421081542969
chr3:75785547:adrenal_gland:0,TP,-62,0.004432201385498047
chr3:75785547:adrenal_gland:0,TP,-61,0.001861572265625
chr3:75785547:adrenal_gland:0,TP,-60,0.0027632713317871094
chr3:75785547:adrenal_gland:0,TP,-59,0.00644683837890625
chr3:75785547:adrenal_gland:0,TP,-58,0.007395267486572266
chr3:75785547:adrenal_gland:0,TP,-57,0.004834175109863281
chr3:75785547:adrenal_gland:0,TP,-56,0.0011668205261230469
chr3:75785547:adrenal_gland:0,TP,-55,0.006041049957275391
chr3:75785547:adrenal_gland:0,TP,-54,0.003712177276611328
chr3:75785547:adrenal_gland:0,TP,-53,0.004446983337402344
chr3:75785547:adrenal_gland:0,TP,-52,0.0016632080078125
chr3:75785547:adrenal_gland:0,TP,-51,0.0028200149536132812
chr3:75785547:adrenal_gland:0,TP,-50,0.002102375030517578
chr3:75785547:adrenal_gland:0,TP,-49,0.003722667694091797
chr3:75785547:adrenal_gland:0,TP,-48,0.0010390281677246094
chr3:75785547:adrenal_gland:0,TP,-47,0.0033555030822753906
chr3:75785547:adrenal_gland:0,TP,-46,0.004836559295654297
chr3:75785547:adrenal_gland:0,TP,-45,0.002750873565673828
chr3:75785547:adrenal_gland:0,TP,-44,0.0034775733947753906
chr3:75785547:adrenal_gland:0,TP,-43,0.003982067108154297
chr3:75785547:adrenal_gland:0,TP,-42,0.006324291229248047
chr3:75785547:adrenal_gland:0,TP,-41,0.0035414695739746094
chr3:75785547:adrenal_gland:0,TP,-40,0.0028467178344726562
chr3:75785547:adrenal_gland:0,TP,-39,0.0072231292724609375
chr3:75785547:adrenal_gland:0,TP,-38,0.0027832984924316406
chr3:75785547:adrenal_gland:0,TP,-37,0.0037841796875
chr3:75785547:adrenal_gland:0,TP,-36,0.007665157318115234
chr3:75785547:adrenal_gland:0,TP,-35,0.004249095916748047
chr3:75785547:adrenal_gland:0,TP,-34,0.0006442070007324219
chr3:75785547:adrenal_gland:0,TP,-33,0.005790233612060547
chr3:75785547:adrenal_gland:0,TP,-32,0.009890079498291016
chr3:75785547:adrenal_gland:0,TP,-31,0.0031843185424804688
chr3:75785547:adrenal_gland:0,TP,-30,0.0047817230224609375
chr3:75785547:adrenal_gland:0,TP,-29,0.004621028900146484
chr3:75785547:adrenal_gland:0,TP,-28,0.0034308433532714844
chr3:75785547:adrenal_gland:0,TP,-27,0.0017905235290527344
chr3:75785547:adrenal_gland:0,TP,-26,0.004572391510009766
chr3:75785547:adrenal_gland:0,TP,-25,0.005074977874755859
chr3:75785547:adrenal_gland:0,TP,-24,0.0043621063232421875
chr3:75785547:adrenal_gland:0,TP,-23,0.007250308990478516
chr3:75785547:adrenal_gland:0,TP,-22,0.002457141876220703
chr3:75785547:adrenal_gland:0,TP,-21,0.004463672637939453
chr3:75785547:adrenal_gland:0,TP,-20,0.004086494445800781
chr3:75785547:adrenal_gland:0,TP,-19,0.0027403831481933594
chr3:75785547:adrenal_gland:0,TP,-18,0.0012078285217285156
chr3:75785547:adrenal_gland:0,TP,-17,0.002307415008544922
chr3:75785547:adrenal_gland:0,TP,-16,0.0018787384033203125
chr3:75785547:adrenal_gland:0,TP,-15,0.0015006065368652344
chr3:75785547:adrenal_gland:0,TP,-14,0.002163410186767578
chr3:75785547:adrenal_gland:0,TP,-13,0.0035691261291503906
chr3:75785547:adrenal_gland:0,TP,-12,0.002109050750732422
chr3:75785547:adrenal_gland:0,TP,-11,0.004129886627197266
chr3:75785547:adrenal_gland:0,TP,-10,0.002009868621826172
chr3:75785547:adrenal_gland:0,TP,-9,0.0012073516845703125
chr3:75785547:adrenal_gland:0,TP,-8,0.003662586212158203
chr3:75785547:adrenal_gland:0,TP,-7,0.004031658172607422
chr3:75785547:adrenal_gland:0,TP,-6,0.0024580955505371094
chr3:75785547:adrenal_gland:0,TP,-5,0.0033822059631347656
chr3:75785547:adrenal_gland:0,TP,-4,0.006145000457763672
chr3:75785547:adrenal_gland:0,TP,-3,0.0026149749755859375
chr3:75785547:adrenal_gland:0,TP,-2,0.0032548904418945312
chr3:75785547:adrenal_gland:0,TP,-1,0.004729747772216797
chr3:75785547:adrenal_gland:0,TP,0,0.004602909088134766
chr3:75785547:adrenal_gland:0,TP,1,0.004364013671875
chr3:75785547:adrenal_gland:0,TP,2,0.005415439605712891
chr3:75785547:adrenal_gland:0,TP,3,0.0027256011962890625
chr3:75785547:adrenal_gland:0,TP,4,0.0057830810546875
chr3:75785547:adrenal_gland:0,TP,5,0.0019216537475585938
chr3:75785547:adrenal_gland:0,TP,6,0.0021734237670898438
chr3:75785547:adrenal_gland:0,TP,7,0.003131389617919922
chr3:75785547:adrenal_gland:0,TP,8,0.0011458396911621094
chr3:75785547:adrenal_gland:0,TP,9,0.0015940666198730469
chr3:75785547:adrenal_gland:0,TP,10,0.0021648406982421875
chr3:75785547:adrenal_gland:0,TP,11,0.0016870498657226562
chr3:75785547:adrenal_gland:0,TP,12,0.0012040138244628906
chr3:75785547:adrenal_gland:0,TP,13,0.0009312629699707031
chr3:75785547:adrenal_gland:0,TP,14,0.0019288063049316406
chr3:75785547:adrenal_gland:0,TP,15,0.002803325653076172
chr3:75785547:adrenal_gland:0,TP,16,0.0021638870239257812
chr3:75785547:adrenal_gland:0,TP,17,0.0033631324768066406
chr3:75785547:adrenal_gland:0,TP,18,0.002632617950439453
chr3:75785547:adrenal_gland:0,TP,19,0.002720355987548828
chr3:75785547:adrenal_gland:0,TP,20,0.0028328895568847656
chr3:75785547:adrenal_gland:0,TP,21,0.003463268280029297
chr3:75785547:adrenal_gland:0,TP,22,0.002380847930908203
chr3:75785547:adrenal_gland:0,TP,23,0.0009398460388183594
chr3:75785547:adrenal_gland:0,TP,24,0.0013909339904785156
chr3:75785547:adrenal_gland:0,TP,25,0.0027403831481933594
chr3:75785547:adrenal_gland:0,TP,26,0.0018200874328613281
chr3:75785547:adrenal_gland:0,TP,27,0.0009512901306152344
chr3:75785547:adrenal_gland:0,TP,28,0.0018897056579589844
chr3:75785547:adrenal_gland:0,TP,29,0.0019488334655761719
chr3:75785547:adrenal_gland:0,TP,30,0.0016541481018066406
chr3:75785547:adrenal_gland:0,TP,31,0.0024209022521972656
chr3:75785547:adrenal_gland:0,TP,32,0.0033102035522460938
chr3:75785547:adrenal_gland:0,TP,33,0.0016927719116210938
chr3:75785547:adrenal_gland:0,TP,34,0.00144195556640625
chr3:75785547:adrenal_gland:0,TP,35,0.003028392791748047
chr3:75785547:adrenal_gland:0,TP,36,0.003712177276611328
chr3:75785547:adrenal_gland:0,TP,37,0.004067420959472656
chr3:75785547:adrenal_gland:0,TP,38,0.0015406608581542969
chr3:75785547:adrenal_gland:0,TP,39,0.0020728111267089844
chr3:75785547:adrenal_gland:0,TP,40,0.0007939338684082031
chr3:75785547:adrenal_gland:0,TP,41,0.0014853477478027344
chr3:75785547:adrenal_gland:0,TP,42,0.0013461112976074219
chr3:75785547:adrenal_gland:0,TP,43,0.0010275840759277344
chr3:75785547:adrenal_gland:0,TP,44,0.0009131431579589844
chr3:75785547:adrenal_gland:0,TP,45,0.0007700920104980469
chr3:75785547:adrenal_gland:0,TP,46,0.0018186569213867188
chr3:75785547:adrenal_gland:0,TP,47,0.0023660659790039062
chr3:75785547:adrenal_gland:0,TP,48,0.003737926483154297
chr3:75785547:adrenal_gland:0,TP,49,0.0010237693786621094
chr3:75785547:adrenal_gland:0,TP,50,0.0030922889709472656
chr3:75785547:adrenal_gland:0,TP,51,0.002215862274169922
chr3:75785547:adrenal_gland:0,TP,52,0.003185749053955078
chr3:75785547:adrenal_gland:0,TP,53,0.004117012023925781
chr3:75785547:adrenal_gland:0,TP,54,0.0016961097717285156
chr3:75785547:adrenal_gland:0,TP,55,0.0010981559753417969
chr3:75785547:adrenal_gland:0,TP,56,0.0008044242858886719
chr3:75785547:adrenal_gland:0,TP,57,0.0019555091857910156
chr3:75785547:adrenal_gland:0,TP,58,0.0010352134704589844
chr3:75785547:adrenal_gland:0,TP,59,0.0016450881958007812
chr3:75785547:adrenal_gland:0,TP,60,0.003996372222900391
chr3:75785547:adrenal_gland:0,TP,61,0.0027289390563964844
chr3:75785547:adrenal_gland:0,TP,62,0.0012669563293457031
chr3:75785547:adrenal_gland:0,TP,63,0.003081798553466797
chr3:75785547:adrenal_gland:0,TP,64,0.00102996826171875
chr3:75785547:adrenal_gland:0,TP,65,0.0015797615051269531
chr3:75785547:adrenal_gland:0,TP,66,0.0019054412841796875
chr3:75785547:adrenal_gland:0,TP,67,0.0016794204711914062
chr3:75785547:adrenal_gland:0,TP,68,0.0008473396301269531
chr3:75785547:adrenal_gland:0,TP,69,0.0003132820129394531
chr3:75785547:adrenal_gland:0,TP,70,0.0007185935974121094
chr3:75785547:adrenal_gland:0,TP,71,0.0008764266967773438
chr3:75785547:adrenal_gland:0,TP,72,0.0014796257019042969
chr3:75785547:adrenal_gland:0,TP,73,0.0012640953063964844
chr3:75785547:adrenal_gland:0,TP,74,0.0003952980041503906
chr3:75785547:adrenal_gland:0,TP,75,0.0007729530334472656
chr3:75785547:adrenal_gland:0,TP,76,0.002372264862060547
