example_id,confusion_category,kmer_size,position_relative_to_snv,kmer_importance
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,-18,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,-17,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,-16,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,-15,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,-14,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,-13,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,-12,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,-11,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,-10,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,-9,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,-8,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,-7,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,-6,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,-5,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,-4,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,-3,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,-2,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,-1,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,0,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,1,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,2,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,3,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,4,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,5,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,6,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,7,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,8,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,9,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,10,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,11,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,12,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,13,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,14,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,15,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,16,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,17,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,18,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,19,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,20,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,21,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,22,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,23,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,24,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,25,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,26,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,27,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,28,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,29,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,30,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,31,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,32,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,33,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,34,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,35,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,36,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,37,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,38,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,39,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,40,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,41,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,42,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,43,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,44,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,45,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,46,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,47,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,48,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,49,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,50,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,51,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,52,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,53,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,54,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,55,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,56,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,57,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,58,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,59,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,60,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,61,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,62,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,63,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,64,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,65,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,66,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,67,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,68,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,69,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,70,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,71,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,72,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,73,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,74,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,75,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,76,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,77,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,78,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,79,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,80,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,81,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,82,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,83,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,84,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,85,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,86,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,87,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,88,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,89,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,90,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,91,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,92,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,93,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,94,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,95,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,96,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,97,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,98,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,99,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,3,100,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-100,0.0013124148050944011
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-99,0.0010800361633300781
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-98,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-97,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-96,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-95,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-94,0.0003185272216796875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-93,0.0003185272216796875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-92,0.0031995773315429688
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-91,0.0008424123128255209
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-90,0.0006383260091145834
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-89,0.000957489013671875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-88,0.00016530354817708334
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-87,0.0005931854248046875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-86,0.0005931854248046875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-85,0.001789093017578125
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-84,0.0016137758890787761
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-83,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-82,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-81,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-80,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-79,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-78,0.0010461807250976562
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-77,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-76,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-75,2.1298726399739582e-05
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-74,0.0008006095886230469
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-73,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-72,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-71,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-70,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-69,0.0030417442321777344
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-68,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-67,0.0017452239990234375
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-66,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-65,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-64,0.002036571502685547
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-63,0.0037549336751302085
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-62,0.0040938059488932295
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-61,5.4041544596354164e-05
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-60,5.4041544596354164e-05
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-59,0.0002994537353515625
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-58,0.0023756027221679688
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-57,0.001475969950358073
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-56,0.0026534398396809897
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-55,0.0011234283447265625
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-54,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-53,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-52,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-51,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-50,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-49,0.00038814544677734375
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-48,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-47,0.00019963582356770834
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-46,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-45,7.883707682291667e-05
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-44,0.00015767415364583334
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-43,0.002139409383138021
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-42,0.00043710072835286457
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-41,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-40,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-39,0.0007568995157877604
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-38,0.0015137990315755208
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-37,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-36,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-35,0.00017992655436197916
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-34,0.00014019012451171875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-33,0.00042057037353515625
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-32,0.00042057037353515625
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-31,0.0006434122721354166
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-30,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-29,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-28,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-27,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-26,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-25,6.548563639322917e-05
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-24,3.2742818196614586e-05
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-23,6.548563639322917e-05
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-22,0.0015025138854980469
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-21,0.001273790995279948
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-20,0.0017490386962890625
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-19,0.0007462501525878906
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-18,0.00027052561442057293
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-17,0.000347137451171875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-16,0.00011952718098958333
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-15,0.0008726119995117188
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-14,5.9763590494791664e-05
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-13,0.0008198420206705729
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-12,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-11,0.0022338231404622397
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-10,0.001644452412923177
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-9,0.002170085906982422
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-8,0.0011890729268391926
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-7,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-6,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-5,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-4,0.0012232462565104167
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-3,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-2,0.0006367365519205729
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,-1,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,0,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,1,0.00017293294270833334
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,2,0.0004164377848307292
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,3,0.00024350484212239584
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,4,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,5,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,6,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,7,0.0008875528971354166
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,8,0.0010557174682617188
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,9,0.0011037190755208333
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,10,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,11,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,12,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,13,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,14,0.0005477269490559896
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,15,0.00136566162109375
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,16,0.0004088083902994792
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,17,0.0002044041951497396
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,18,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,19,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,20,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,21,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,22,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,23,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,24,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,25,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,26,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,27,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,28,0.0002873738606770833
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,29,0.00014368693033854166
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,30,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,31,0.0007988611857096354
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,32,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,33,0.0003275871276855469
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,34,0.0005394617716471354
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,35,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,36,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,37,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,38,0.00017484029134114584
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,39,0.0003496805826822917
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,40,0.0008999506632486979
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,41,0.00063323974609375
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,42,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,43,0.0009136199951171875
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,44,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,45,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,46,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,47,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,48,0.00030295054117838543
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,49,8.900960286458333e-05
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,50,4.4504801432291664e-05
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,51,0.0006361007690429688
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,52,0.0004240671793619792
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,53,0.0006361007690429688
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,54,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,55,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,56,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,57,8.138020833333333e-05
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,58,8.138020833333333e-05
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,59,0.0010023117065429688
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,60,0.0005011558532714844
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,61,0.0002625783284505208
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,62,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,63,0.0
chr3:75785609:esophagus_muscularis_mucosa:0,TP,6,64,0.0
