confusion_category,position_relative_to_snv,ig_abs
FN,-30,0.08969433748628944
FN,-29,0.09043234290555119
FN,-28,0.09307849813252687
FN,-27,0.09411532086320222
FN,-26,0.09017188208643347
FN,-25,0.09576481736265123
FN,-24,0.09610765754710883
FN,-23,0.12244929739739746
FN,-22,0.11770167877897621
FN,-21,0.11324650820344687
FN,-20,0.11064137004315854
FN,-19,0.11448898826260119
FN,-18,0.12057483786193188
FN,-17,0.11325057295558509
FN,-16,0.11606773778272327
FN,-15,0.11690556214598473
FN,-14,0.12230254281137604
FN,-13,0.12584026670549064
FN,-12,0.1294026862224564
FN,-11,0.12528514449018985
FN,-10,0.0979443565546535
FN,-9,0.09246553603326901
FN,-8,0.09710655491566285
FN,-7,0.08518226426793263
FN,-6,0.08127399828750641
FN,-5,0.08448783344589174
FN,-4,0.07851692131720484
FN,-3,0.07187618645490147
FN,-2,0.07507175289676525
FN,-1,0.07846198737737722
FN,0,0.0713825236982666
FN,1,0.07639660393586382
FN,2,0.075247206435306
FN,3,0.08275277978158556
FN,4,0.07968732799286954
FN,5,0.08092567848972976
FN,6,0.07956364879617467
FN,7,0.0759764087246731
FN,8,0.06796228272840381
FN,9,0.06613874004455284
FN,10,0.06556623205309733
FN,11,0.07718320545973256
FN,12,0.08758326967479661
FN,13,0.08846964785363526
FN,14,0.10532931278925389
FN,15,0.10056749109178781
FN,16,0.09889479126315565
FN,17,0.08434285012539476
FN,18,0.0768010384310037
FN,19,0.08245221756398678
FN,20,0.08801043395651505
FN,21,0.08991615699371323
FN,22,0.07990075670531951
FN,23,0.08019361621350982
FN,24,0.07533944236114622
FN,25,0.08344820399302989
FN,26,0.08253266519401223
FN,27,0.08596059975214303
FN,28,0.08105782219674439
FN,29,0.08474871478159912
FN,30,0.08212874015443958
FN,31,0.07431351347710007
FN,32,0.07137972435215488
FN,33,0.06926433957880362
FN,34,0.0721138337510638
FN,35,0.07475553151685745
FN,36,0.07305800225352868
FN,37,0.07773792414460332
FN,38,0.07742757151834667
FN,39,0.07924755695275962
FN,40,0.08088340106420219
FN,41,0.0784556007455103
FN,42,0.07638698097318411
FN,43,0.06926012715674006
FN,44,0.07105734718847088
FN,45,0.071802775276592
FN,46,0.07565306914621032
FN,47,0.07519231085549109
FN,48,0.07609180162544363
FN,49,0.08735656450036913
FN,50,0.08376966566080228
FN,51,0.08048833566019312
FN,52,0.07922925757011398
FN,53,0.07737411416834221
FN,54,0.07396285113645718
FN,55,0.07524741102708504
FN,56,0.07584586118580773
FN,57,0.07274015433853492
FN,58,0.07065430064918474
FN,59,0.07288653218653053
FN,60,0.07193278102204204
FN,61,0.07369110639672727
FN,62,0.07053124047350139
FN,63,0.07528106485726312
FN,64,0.07083979193354026
FN,65,0.06742278394056483
FN,66,0.06200242774793878
FN,67,0.06415521794231609
FN,68,0.06608615400036796
FN,69,0.0689625022863038
FN,70,0.06929475551703945
FN,71,0.07377958818105981
FN,72,0.07523743134923279
FN,73,0.0745027914037928
FN,74,0.07240882521495223
FN,75,0.06944067005068064
FN,76,0.06471511128591373
FN,77,0.06236233264440671
FN,78,0.058897286120336505
FN,79,0.058187551808077845
FN,80,0.06090368939563632
FN,81,0.060940966438502074
FN,82,0.05969911382999271
FN,83,0.06478872542269527
FN,84,0.0673771951510571
FN,85,0.06580039872089401
FN,86,0.06927410735515878
FN,87,0.06774791936739348
FN,88,0.065259984099539
FN,89,0.06617550031282007
FN,90,0.05592636940535158
FN,91,0.051779071914497765
FN,92,0.05502345642074943
FN,93,0.05517425352707505
FN,94,0.05681271058274433
FN,95,0.06118992433650419
FN,96,0.06018971491372213
FN,97,0.05614368582842871
FN,98,0.04911237400025129
FN,99,0.05393514836207032
FN,100,0.05681117490166798
FP,-100,0.06709756622556597
FP,-99,0.06461962185101583
FP,-98,0.060561933431308716
FP,-97,0.059483002985361966
FP,-96,0.06054263701429591
FP,-95,0.06499285457422957
FP,-94,0.06876455560326576
FP,-93,0.07100655106361956
FP,-92,0.06699519092682749
FP,-91,0.0686876335227862
FP,-90,0.06450686133000999
FP,-89,0.07004576736595482
FP,-88,0.07657531591597945
FP,-87,0.06768716958118602
FP,-86,0.06472028131829574
FP,-85,0.05957683745073154
FP,-84,0.06011415860615671
FP,-83,0.06017563640139997
FP,-82,0.06377677760552615
FP,-81,0.0679693750385195
FP,-80,0.06347116508986801
FP,-79,0.06384366009850055
FP,-78,0.06272266913671047
FP,-77,0.058428301899693905
FP,-76,0.05821855098940432
FP,-75,0.05834971572039649
FP,-74,0.05607513839378953
FP,-73,0.058235770361498
FP,-72,0.05935456896899268
FP,-71,0.06417464853264392
FP,-70,0.06528494179714471
FP,-69,0.06282609976595267
FP,-68,0.06355097117833793
FP,-67,0.06601071960525587
FP,-66,0.07231032760813833
FP,-65,0.06851821232121438
FP,-64,0.07517880567815155
FP,-63,0.08081760269589722
FP,-62,0.07839902105508373
FP,-61,0.07601635108003393
FP,-60,0.06979789932956919
FP,-59,0.06141122600296512
FP,-58,0.06704869554378093
FP,-57,0.07012203970691189
FP,-56,0.0696450782683678
FP,-55,0.06591370858252049
FP,-54,0.06844219334423542
FP,-53,0.0682478058396373
FP,-52,0.06810722978319973
FP,-51,0.06785196814453229
FP,-50,0.06962758615962229
FP,-49,0.07116464507300407
FP,-48,0.07101064322749152
FP,-47,0.0729356041061692
FP,-46,0.07190268863458187
FP,-45,0.06994906317442656
FP,-44,0.0656861003418453
FP,-43,0.06829453016398475
FP,-42,0.06580588137498125
FP,-41,0.06158988834125921
FP,-40,0.05927661138819531
FP,-39,0.06149169820128009
FP,-38,0.06678596963407472
FP,-37,0.0675439690076746
FP,-36,0.0700882274680771
FP,-35,0.07291992260143161
FP,-34,0.07578921684296802
FP,-33,0.07255808582296595
FP,-32,0.06872639122186229
FP,-31,0.07051300352439284
FP,-30,0.06839846990536898
FP,-29,0.07231427316088229
FP,-28,0.06674384588142857
FP,-27,0.06492561304941774
FP,-26,0.06808859157375992
FP,-25,0.06440331975463778
FP,-24,0.06412930456805042
FP,-23,0.06542756391572765
FP,-22,0.07052906882483512
FP,-21,0.06713527009473182
FP,-20,0.0713634531677235
FP,-19,0.06955095547134987
FP,-18,0.07313284459523857
FP,-17,0.0793011174723506
FP,-16,0.08814189140219242
FP,-15,0.086701291189529
FP,-14,0.08146479963324964
FP,-13,0.08362158537609503
FP,-12,0.07382156824925915
FP,-11,0.07616761738667265
FP,-10,0.0820350330020301
FP,-9,0.07965726935537532
FP,-8,0.08728916152613238
FP,-7,0.09246286626672372
FP,-6,0.09205303667811676
FP,-5,0.085709430470597
FP,-4,0.07732490834314376
FP,-3,0.07522223169216886
FP,-2,0.07955780476564542
FP,-1,0.08015097057446838
FP,0,0.07404334081802517
FP,1,0.07993297442095354
FP,2,0.07499665146926418
FP,3,0.07157531101023779
FP,4,0.07437428626930341
FP,5,0.07430896839825436
FP,6,0.06666499322745949
FP,7,0.06608844340313226
FP,8,0.06811769971391186
FP,9,0.06830528300721199
FP,10,0.06927982542663813
FP,11,0.07220071537420153
FP,12,0.06671681092586368
FP,13,0.0682893431559205
FP,14,0.061693514690268784
FP,15,0.06221568046603352
FP,16,0.057840981225017456
FP,17,0.061632161259185525
FP,18,0.06417852918151766
FP,19,0.06349696061282885
FP,20,0.0660259198670974
FP,21,0.06771249462792184
FP,22,0.06676230149052571
FP,23,0.07052483396313619
FP,24,0.06651431836595294
FP,25,0.07381327903771308
FP,26,0.07221463053720072
FP,27,0.07639569270890206
FP,28,0.07454496235121041
FP,29,0.06523167627397924
FP,30,0.06146586063317955
FP,31,0.06192224188242108
FP,32,0.06756452111992985
FP,33,0.06268308117985726
FP,34,0.06298376921098679
FP,35,0.0644201404415071
FP,36,0.0691603016993031
FP,37,0.06392043370287866
FP,38,0.057701699455501514
FP,39,0.058467803351813924
FP,40,0.05615815354627557
FP,41,0.0617009579972364
FP,42,0.060423231344902885
FP,43,0.05745460061938502
FP,44,0.057363325838232414
FP,45,0.06380119376350195
FP,46,0.0641425064811483
FP,47,0.06514094132231549
FP,48,0.06343848895514384
FP,49,0.066352656588424
FP,50,0.07023315443424508
FP,51,0.074575546879787
FP,52,0.07740292652742937
FP,53,0.0698776873596944
FP,54,0.07037521994439885
FP,55,0.0744611719204113
FP,56,0.07160452756565064
FP,57,0.06532849895302206
FP,58,0.06766603390220553
FP,59,0.07464298109523952
FP,60,0.07072257479187101
FP,61,0.06932443680707365
FP,62,0.06481244024820626
FP,63,0.060513213605154305
FP,64,0.06440854408079759
FP,65,0.059292260569054636
FP,66,0.054993071344215425
FP,67,0.05945111315464601
FP,68,0.06268817970296368
FP,69,0.06172103773802519
FP,70,0.061674948567524555
FP,71,0.06181064980570227
FP,72,0.06027528622420505
FP,73,0.056015487097902224
FP,74,0.06130983719485812
FP,75,0.05602556487661786
FP,76,0.05419088828959502
FP,77,0.059946007595863195
FP,78,0.06265598552534357
FP,79,0.056579931986052545
FP,80,0.054296136701013895
FP,81,0.05769152443157509
FP,82,0.07145761885913089
FP,83,0.06776980426395313
FP,84,0.0723247643117793
FP,85,0.07074225629563444
FP,86,0.0700175756344106
FP,87,0.0672245275147725
FP,88,0.055189264040673154
FP,89,0.05423361773602665
FP,90,0.05409723337041214
FP,91,0.054078874338883906
FP,92,0.055982099606189877
FP,93,0.05729021264472976
FP,94,0.056237281572539356
FP,95,0.056817507583182304
FP,96,0.057133657934609804
FP,97,0.05069518027827144
FP,98,0.04879026988171972
FP,99,0.045026189194759356
FP,100,0.0446666832070332
TN,-100,0.06396561873378231
TN,-99,0.06865625655744224
TN,-98,0.06396325626410544
TN,-97,0.05859070235397667
TN,-96,0.05495353942969814
TN,-95,0.061118918212596324
TN,-94,0.062246907358057796
TN,-93,0.06636107843602077
TN,-92,0.06835040767909958
TN,-91,0.07457079089479521
TN,-90,0.07296464063227176
TN,-89,0.06689101599622518
TN,-88,0.06363414354622364
TN,-87,0.06223398786503822
TN,-86,0.06176623341394588
TN,-85,0.06390055400319397
TN,-84,0.05578792040934786
TN,-83,0.05843088500900194
TN,-82,0.06348433050094172
TN,-81,0.05975377616006881
TN,-80,0.06170536383287981
TN,-79,0.06303093239897863
TN,-78,0.06372894967673347
TN,-77,0.061471504122018815
TN,-76,0.06062982557807118
TN,-75,0.0650303755979985
TN,-74,0.06672321212012321
TN,-73,0.06486204077955335
TN,-72,0.06529554915614426
TN,-71,0.06612725553102791
TN,-70,0.06526459912071005
TN,-69,0.06055825989227742
TN,-68,0.0648085335176438
TN,-67,0.06282040514051915
TN,-66,0.06620448362315073
TN,-65,0.064033820675686
TN,-64,0.06511177774053067
TN,-63,0.06463324314914644
TN,-62,0.06580523552838713
TN,-61,0.06510309674311429
TN,-60,0.06539765188004822
TN,-59,0.05765953093301505
TN,-58,0.05932318553561345
TN,-57,0.06416329182218761
TN,-56,0.061182303605601195
TN,-55,0.05318498077336699
TN,-54,0.05360915989382192
TN,-53,0.059359159301966426
TN,-52,0.056423042012611405
TN,-51,0.05972356898826547
TN,-50,0.06059871151228435
TN,-49,0.06238800948834978
TN,-48,0.06512814422952942
TN,-47,0.06849062635446898
TN,-46,0.06783896507578902
TN,-45,0.06674179348978214
TN,-44,0.06012309407466091
TN,-43,0.0622883645130787
TN,-42,0.06786601056926883
TN,-41,0.06635574461426585
TN,-40,0.07431862993165851
TN,-39,0.07493232930777595
TN,-38,0.07655094317684416
TN,-37,0.07636801682470833
TN,-36,0.07103304451389704
TN,-35,0.07144728454120923
TN,-34,0.06507015409879387
TN,-33,0.06696670326869934
TN,-32,0.0669646700611338
TN,-31,0.06820187037345021
TN,-30,0.06962188133737073
TN,-29,0.07867136370157823
TN,-28,0.0793134372564964
TN,-27,0.07616138248471543
TN,-26,0.07703233173815534
TN,-25,0.07423675996949897
TN,-24,0.07806133300531655
TN,-23,0.07993383034132422
TN,-22,0.07882419829024002
TN,-21,0.07956443413975649
TN,-20,0.0816504980425816
TN,-19,0.07951606996939517
TN,-18,0.07511946702725254
TN,-17,0.07534411038388499
TN,-16,0.0643274281907361
TN,-15,0.06535737156751566
TN,-14,0.061662972631165755
TN,-13,0.06036668034386821
TN,-12,0.06259275606018491
TN,-11,0.06518675370607525
TN,-10,0.06422774859704078
TN,-9,0.06373110487125815
TN,-8,0.06570996726863086
TN,-7,0.06589605931425467
TN,-6,0.07585954753449187
TN,-5,0.0717928691621637
TN,-4,0.07038844563940075
TN,-3,0.06719731726159807
TN,-2,0.06417931233474519
TN,-1,0.06560278057586402
TN,0,0.06730405844980851
TN,1,0.07026978623820469
TN,2,0.06488622845616192
TN,3,0.0722800573008135
TN,4,0.07552526730345561
TN,5,0.07655341930920258
TN,6,0.07568445618497208
TN,7,0.07347232777858154
TN,8,0.0693286325992085
TN,9,0.07292771804844961
TN,10,0.0738754997542128
TN,11,0.07792671594303101
TN,12,0.0735474180104211
TN,13,0.07083788466930856
TN,14,0.06802105796348769
TN,15,0.061294751521782015
TN,16,0.06503731075732504
TN,17,0.06824593809724319
TN,18,0.06688300431938841
TN,19,0.06643176806392148
TN,20,0.0701585562620312
TN,21,0.06947057092096656
TN,22,0.06967778453603386
TN,23,0.07327229044516571
TN,24,0.07264517030096612
TN,25,0.07279027684009634
TN,26,0.06658867747639306
TN,27,0.06024844583240338
TN,28,0.06395123257301748
TN,29,0.06139976437203586
TN,30,0.06411001527914778
TN,31,0.0655786640685983
TN,32,0.06426640563178808
TN,33,0.06514829438645392
TN,34,0.06224450340960175
TN,35,0.07298144385917112
TN,36,0.07866241339826957
TN,37,0.07714975176611916
TN,38,0.07843838388798759
TN,39,0.07557383003411815
TN,40,0.07975071899592877
TN,41,0.07728117885300889
TN,42,0.08052737209014595
TN,43,0.07992325572064146
TN,44,0.0789733823039569
TN,45,0.08087112447014079
TN,46,0.08154524551006034
TN,47,0.07815828225808218
TN,48,0.07550981486449018
TN,49,0.07462224101880566
TN,50,0.10518265321385116
TN,51,0.10783470758236945
TN,52,0.10283342369133606
TN,53,0.10475946410559117
TN,54,0.0984453734755516
TN,55,0.09983783455565572
TN,56,0.07074856610503048
TN,57,0.06717417263425887
TN,58,0.06598984730895609
TN,59,0.06087750079110265
TN,60,0.06177669691387564
TN,61,0.06487590354401618
TN,62,0.067106317197904
TN,63,0.05944036433473229
TN,64,0.05697806644719094
TN,65,0.05607223619706929
TN,66,0.0486370411911048
TN,67,0.05354689280269667
TN,68,0.05311038262443617
TN,69,0.0560425184876658
TN,70,0.05429544981801882
TN,71,0.057387614767067135
TN,72,0.0602927758381702
TN,73,0.06113149365643039
TN,74,0.0612024182965979
TN,75,0.05972847446799278
TN,76,0.05897761333035305
TN,77,0.05899951512925327
TN,78,0.05962767242919654
TN,79,0.05862450586631894
TN,80,0.06053073284681886
TN,81,0.06554044582648202
TN,82,0.06592819694196805
TN,83,0.06457399060949683
TN,84,0.061602501994930205
TN,85,0.061177221324760465
TN,86,0.06478598872432485
TN,87,0.055132571576396006
TN,88,0.06536486392724328
TN,89,0.06944927051081322
TN,90,0.07169588675256819
TN,91,0.07188809078419581
TN,92,0.06951239922782407
TN,93,0.06954680597409606
TN,94,0.05586421799613163
TN,95,0.057706611566245555
TN,96,0.05751484425039962
TN,97,0.057627036722842605
TN,98,0.0561059784446843
TN,99,0.05864277547923848
TN,100,0.061998570421710614
TP,-100,0.06470020496752113
TP,-99,0.06628634917084128
TP,-98,0.06840402819216251
TP,-97,0.07239226352190599
TP,-96,0.07133766684215516
TP,-95,0.07331432966981083
TP,-94,0.07674289277521894
TP,-93,0.07295470877317711
TP,-92,0.06523252677870914
TP,-91,0.06502216205466539
TP,-90,0.06549503062851728
TP,-89,0.06562992107821629
TP,-88,0.0636333634168841
TP,-87,0.06713010027538985
TP,-86,0.06620793628506362
TP,-85,0.0612808339507319
TP,-84,0.058000342396553606
TP,-83,0.0539259089762345
TP,-82,0.05885237599723041
TP,-81,0.05437799353501759
TP,-80,0.05819502240861766
TP,-79,0.05797541018924676
TP,-78,0.06929681550129317
TP,-77,0.06824438922805712
TP,-76,0.06798523718724027
TP,-75,0.06793097933754325
TP,-74,0.06631937716156244
TP,-73,0.06658059329260141
TP,-72,0.0632656360254623
TP,-71,0.059880085894837974
TP,-70,0.061796401850879194
TP,-69,0.06725682127289474
TP,-68,0.06615206378977746
TP,-67,0.06975897627416998
TP,-66,0.07134494190569968
TP,-65,0.07070830646436661
TP,-64,0.07408578656148165
TP,-63,0.07580926273018122
TP,-62,0.07418886102270335
TP,-61,0.07490055112808477
TP,-60,0.06624614910630043
TP,-59,0.06545125582022593
TP,-58,0.06482746850932017
TP,-57,0.06826115979987663
TP,-56,0.06450625911471435
TP,-55,0.06928302383515984
TP,-54,0.06742467909120023
TP,-53,0.06674360921373591
TP,-52,0.06435943440767006
TP,-51,0.06855846106540411
TP,-50,0.07239653632510454
TP,-49,0.06426710330881179
TP,-48,0.06447919750120491
TP,-47,0.06453432847280055
TP,-46,0.06757395034190267
TP,-45,0.07699914016760885
TP,-44,0.0713944101711968
TP,-43,0.06777775585942436
TP,-42,0.06686817904759663
TP,-41,0.06618271910643671
TP,-40,0.06838067762611899
TP,-39,0.06661762426607311
TP,-38,0.06743026182055473
TP,-37,0.06030169185483828
TP,-36,0.061880338822957126
TP,-35,0.06453787157079205
TP,-34,0.06929646169999615
TP,-33,0.06939152958104387
TP,-32,0.07306465259403921
TP,-31,0.06676330371177755
TP,-30,0.06654436645214445
TP,-29,0.06275963433668949
TP,-28,0.06290972991264425
TP,-27,0.06247089483425952
TP,-26,0.06494618654483929
TP,-25,0.06199157682014629
TP,-24,0.06205633430276066
TP,-23,0.05867732635233551
TP,-22,0.05621522142086178
TP,-21,0.06174743926618248
TP,-20,0.05812766479328275
TP,-19,0.06225440755020827
TP,-18,0.06406639724969863
TP,-17,0.0741134443541523
TP,-16,0.08213962931768037
TP,-15,0.08104388974956236
TP,-14,0.07494561621104368
TP,-13,0.07123016456520417
TP,-12,0.07696925426746021
TP,-11,0.07706844250002177
TP,-10,0.07723987837816822
TP,-9,0.0763261861531646
TP,-8,0.0694801919721067
TP,-7,0.07128899940289557
TP,-6,0.07398416548385285
TP,-5,0.07142845886060968
TP,-4,0.06893853065790609
TP,-3,0.06878713836311362
TP,-2,0.07049036022624933
TP,-1,0.06304829676519148
TP,0,0.06820506226737053
TP,1,0.06603753007249907
TP,2,0.07330916460836306
TP,3,0.0743972569401376
TP,4,0.07476289110956713
TP,5,0.07736081638606265
TP,6,0.06927191775524989
TP,7,0.06877416586270556
TP,8,0.0664007040602155
TP,9,0.06455713598523288
TP,10,0.06277698190417141
TP,11,0.0609119329135865
TP,12,0.059800592372193935
TP,13,0.06146377552766353
TP,14,0.06279847078025341
TP,15,0.06173017065739259
TP,16,0.06539964348310605
TP,17,0.0642204123386182
TP,18,0.06151121465722099
TP,19,0.061235047290101645
TP,20,0.06116904801689088
TP,21,0.06449513199506328
TP,22,0.06363767627859489
TP,23,0.0691255615465343
TP,24,0.07173595323576593
TP,25,0.07144022794556804
TP,26,0.0712653418642003
TP,27,0.06843396532931365
TP,28,0.06853100960375741
TP,29,0.06690776570467279
TP,30,0.06297528083436191
TP,31,0.05877927252557129
TP,32,0.055491572855971755
TP,33,0.05849361123284325
TP,34,0.06581828684546054
TP,35,0.08180201597511769
TP,36,0.07849094473058357
TP,37,0.0815568728162907
TP,38,0.0845342336781323
TP,39,0.07965680306078866
TP,40,0.06464641750557348
TP,41,0.06430058307247237
TP,42,0.06149134941166267
TP,43,0.052757217198377476
TP,44,0.0508518137910869
TP,45,0.053376632722793145
TP,46,0.054627047738758844
TP,47,0.05922388134989887
TP,48,0.058140676030889155
TP,49,0.06187468345277011
TP,50,0.05755280085140839
TP,51,0.0627193932631053
TP,52,0.06267044591950252
TP,53,0.06378851885674522
TP,54,0.06273680709069594
TP,55,0.06566257334314286
TP,56,0.060759791689924895
TP,57,0.06226783385500312
TP,58,0.06247788100503385
TP,59,0.06145990880671889
TP,60,0.060903525135945526
TP,61,0.053852049271808936
TP,62,0.05679326414014213
TP,63,0.06036025592940859
TP,64,0.06924257802427747
TP,65,0.07048488987376914
TP,66,0.06792252446524799
TP,67,0.06937018159311265
TP,68,0.0666179865412414
TP,69,0.06574370014714077
TP,70,0.05901815869146958
TP,71,0.05671551892766729
TP,72,0.054362598916050046
TP,73,0.055411499100737276
TP,74,0.06638167106255423
TP,75,0.06493798737355974
TP,76,0.06568061919359025
TP,77,0.06819423749984707
TP,78,0.06854473961924669
TP,79,0.06954255548655056
TP,80,0.06846550321904943
TP,81,0.06266168984118849
TP,82,0.06314364028396086
TP,83,0.06825125384842977
TP,84,0.0679826955217868
TP,85,0.06486770615912973
TP,86,0.05833484275266528
TP,87,0.05881984625943005
TP,88,0.05473777303239331
TP,89,0.05627536910120398
TP,90,0.05564152231207117
TP,91,0.06154233949026093
TP,92,0.06474051231518388
TP,93,0.06259355971124023
TP,94,0.056638231044635175
TP,95,0.06071385161718354
TP,96,0.060986548711080106
TP,97,0.05975047687767074
TP,98,0.06073801647638902
TP,99,0.06709959498373791
TP,100,0.06783003185177222
