example_id,confusion_category,snv_max_abs_delta,snv_true_alt_delta,control_mean_abs_delta,control_n,ref_score
chr8:45161471:prostate_gland:0,TP,0.0010544657707214355,,0.0017499256134033204,25,0.9839600920677185
chr17:22909996:stomach:0,TP,0.00024080276489257812,,0.00012721061706542967,25,0.9839597344398499
chr9:129438019:transverse_colon:0,FP,5.5789947509765625e-05,,6.577014923095703e-05,25,0.9861007332801819
chr9:129437752:tibial_nerve:0,FP,0.0019621849060058594,,0.0005374002456665039,25,0.9848182797431946
chr9:62609408:transverse_colon:0,FP,0.00010865926742553711,,0.0005739665031433105,25,0.9834678173065186
chr19:21569427:transverse_colon:0,FP,0.00017881393432617188,,0.00027059078216552736,25,0.9831437468528748
chr15:79896760:tibial_artery:0,FP,0.0004374980926513672,,0.0007516288757324219,25,0.982426643371582
chr12:121918386:testis:0,FP,0.0005469918251037598,,0.0005801820755004883,25,0.982391893863678
chr7:142463839:upper_lobe_of_left_lung:0,FP,0.0009562373161315918,,0.0006239175796508789,25,0.9810845851898193
chr19:21585442:body_of_pancreas:0,FP,0.0008810758590698242,,0.0007696485519409179,25,0.9807583689689636
chr9:42974893:transverse_colon:1,FP,0.0016086101531982422,,0.0019732260704040526,25,0.9772372245788574
chr4:75289967:prostate_gland:0,FP,0.0002993345260620117,,0.0017895078659057617,25,0.9770005941390991
chr17:24931573:thoracic_aorta:0,FP,0.0021105408668518066,,0.0017697334289550782,25,0.9766046404838562
chr7:100965858:tibial_nerve:0,FP,0.0005778074264526367,,0.0011525678634643555,25,0.9736139178276062
chr12:8390645:omental_fat_pad:0,FP,0.0008056163787841797,,0.0014220142364501952,25,0.9732407331466675
chr2:264820:esophagus_squamous_epithelium:0,FP,0.001731276512145996,,0.003253171443939209,25,0.972770631313324
chr2:95956474:testis:0,FP,0.007445037364959717,,0.0025452733039855956,25,0.972653329372406
chr4:36351521:adrenal_gland:0,FP,0.002428293228149414,,0.041443185806274416,25,0.9726521372795105
chr19:46715864:esophagus_squamous_epithelium:0,FP,0.02155381441116333,,0.007173480987548828,25,0.9712772369384766
chr14:106469963:esophagus_squamous_epithelium:0,FP,0.005164742469787598,,0.03680921912193298,25,0.9686957597732544
chr2:101151641:tibial_artery:0,FP,0.002706587314605713,,0.015985779762268067,25,0.9682048559188843
chr9:20565941:prostate_gland:0,FP,0.021857619285583496,,0.005173792839050293,25,0.9658782482147217
chr7:78040381:esophagus_muscularis_mucosa:0,FP,0.0035533905029296875,,0.0052308297157287595,25,0.9647830128669739
chr20:53943966:tibial_nerve:0,FP,0.2027154564857483,,0.020526909828186037,25,0.9639660716056824
chr15:33226849:adrenal_gland:0,FP,0.0013524293899536133,,0.0018432092666625976,25,0.9629752039909363
chr9:117607300:body_of_pancreas:0,FP,0.0025652647018432617,,0.0012596750259399414,25,0.9627354741096497
chr1:207000211:body_of_pancreas:0,FP,0.0015279650688171387,,0.009398975372314454,25,0.9613081812858582
chr5:1134798:upper_lobe_of_left_lung:0,FP,0.0048261284828186035,,0.002176659107208252,25,0.9610887169837952
chr17:8585099:thoracic_aorta:0,FP,0.0011730194091796875,,0.0013538169860839843,25,0.9606072902679443
chr22:50449624:body_of_pancreas:0,FP,0.006894350051879883,,0.01768425703048706,25,0.9604994058609009
chr13:52084763:transverse_colon:0,FP,0.0028742551803588867,,0.003874397277832031,25,0.9604285955429077
chr9:13991168:body_of_pancreas:0,FP,0.020945072174072266,,0.013590648174285888,25,0.9598144292831421
chr3:10883626:body_of_pancreas:0,FP,0.0045168399810791016,,0.10172403693199157,25,0.959186851978302
chr19:27396901:body_of_pancreas:0,FP,0.0004233717918395996,,0.0005480718612670899,25,0.9587157964706421
chr19:7637688:body_of_pancreas:0,FP,0.007073163986206055,,0.013668434619903564,25,0.9555650949478149
chr19:10404178:tibial_nerve:0,FP,0.01453101634979248,,0.016312065124511718,25,0.9552114605903625
chr15:29439155:body_of_pancreas:0,FP,0.0014207959175109863,,0.002936716079711914,25,0.9544922113418579
chr7:142451935:Peyers_patch:0,FP,0.015576064586639404,,0.0067585396766662595,25,0.9541110396385193
chr8:12607781:gastrocnemius_medialis:0,FP,0.011677980422973633,,0.03385683536529541,25,0.9540510177612305
chr11:46305551:spleen:0,FP,0.004024028778076172,,0.004649097919464111,25,0.9485709071159363
chr9:129437243:transverse_colon:0,FP,0.006233572959899902,,0.004232282638549805,25,0.9456169605255127
chr20:30511949:body_of_pancreas:0,FP,0.03282618522644043,,0.0841743791103363,25,0.9450624585151672
chr1:6423522:thoracic_aorta:0,FP,0.013332843780517578,,0.02809506893157959,25,0.942542552947998
chr1:152048801:adrenal_gland:0,FP,0.0101851224899292,,0.007763645648956299,25,0.9417961835861206
chr17:43361240:Peyers_patch:0,FP,0.010525703430175781,,0.007068798542022705,25,0.9412423968315125
chr9:89557013:upper_lobe_of_left_lung:0,FP,0.0009889006614685059,,0.0026926088333129885,25,0.9385237693786621
chr12:47744238:suprapubic_skin:0,FP,0.01846224069595337,,0.20747534275054932,25,0.9348118305206299
chr16:75234163:prostate_gland:0,FP,0.023978054523468018,,0.023092787265777587,25,0.9341400265693665
chr18:75856:esophagus_muscularis_mucosa:0,FP,0.007480502128601074,,0.006387028694152832,25,0.9337055683135986
chr17:23378824:prostate_gland:0,FP,0.026481986045837402,,0.011642308235168456,25,0.9333701133728027
chr2:75241860:transverse_colon:0,FP,0.010881125926971436,,0.006842224597930908,25,0.930445671081543
chr11:76920284:sigmoid_colon:0,FP,0.010613620281219482,,0.017636876106262207,25,0.9292618036270142
chr7:2064001:esophagus_muscularis_mucosa:0,FP,0.04414987564086914,,0.05894631385803223,25,0.928975522518158
chr20:53943966:thoracic_aorta:0,FP,0.6504442989826202,,0.07377923727035522,25,0.9282709360122681
chr19:42919741:body_of_pancreas:0,FP,0.15552830696105957,,0.0792174744606018,25,0.926600992679596
chr2:46818510:body_of_pancreas:0,FP,0.10520154237747192,,0.13207582712173463,25,0.9244552850723267
chr9:129437243:tibial_artery:0,FP,0.004034101963043213,,0.005579874515533447,25,0.9243133068084717
chr17:879808:upper_lobe_of_left_lung:0,FP,0.03406059741973877,,0.054426424503326416,25,0.9218913316726685
chr8:102730992:prostate_gland:0,FP,0.007012665271759033,,0.013393499851226807,25,0.92041015625
chr19:47436804:transverse_colon:0,FP,0.30955708026885986,,0.0996635341644287,25,0.9197402596473694
chr7:135170966:transverse_colon:0,FP,0.0331076979637146,,0.11793522834777832,25,0.9196393489837646
chr7:90757292:body_of_pancreas:0,FP,0.006720423698425293,,0.02208033561706543,25,0.9182485342025757
chr15:38627977:transverse_colon:0,FP,0.0026813149452209473,,0.008276028633117676,25,0.9178565740585327
chr1:6423522:upper_lobe_of_left_lung:0,FP,0.04756540060043335,,0.06561404705047608,25,0.9172207117080688
chr12:123269654:tibial_nerve:0,FP,0.015739858150482178,,0.04520524740219116,25,0.9170104265213013
chr19:17103262:prostate_gland:0,FP,0.012763619422912598,,0.009157555103302002,25,0.9137039184570312
chr22:49062608:body_of_pancreas:0,FP,0.035149991512298584,,0.04489826202392578,25,0.9128479361534119
chr17:6326850:body_of_pancreas:0,FP,0.017712652683258057,,0.010086109638214111,25,0.9093902707099915
chr19:3545068:transverse_colon:0,FP,0.07924902439117432,,0.03301533699035644,25,0.8968435525894165
chr7:85186902:thoracic_aorta:0,FP,0.03398287296295166,,0.03786341667175293,25,0.8967706561088562
chr8:57203896:upper_lobe_of_left_lung:0,FP,0.06960022449493408,,0.12321590423583985,25,0.8905459642410278
chr1:13277261:body_of_pancreas:0,FP,0.009433627128601074,,0.02898575782775879,25,0.8872480392456055
chr5:616644:transverse_colon:0,FP,0.026062846183776855,,0.01442150592803955,25,0.8866581320762634
chr15:21297802:prostate_gland:0,FP,0.0369875431060791,,0.022919230461120606,25,0.878875195980072
chr1:201704952:spleen:0,FP,0.003883957862854004,,0.00964163064956665,25,0.8768070936203003
chr2:145265428:body_of_pancreas:0,FP,0.0862663984298706,,0.05735098600387573,25,0.8704245090484619
chr3:134769565:body_of_pancreas:0,FP,0.009005486965179443,,0.018309545516967774,25,0.8618545532226562
chr22:50756632:transverse_colon:0,FP,0.008806109428405762,,0.00843376874923706,25,0.8601987361907959
chr7:63015786:prostate_gland:1,FP,0.005205690860748291,,0.009105756282806396,25,0.8594778776168823
chr13:79497794:thoracic_aorta:0,FP,0.59332075715065,,0.15650641053915024,25,0.8589141368865967
chr10:94939686:transverse_colon:0,FP,0.007212281227111816,,0.019930706024169922,25,0.8565345406532288
chr6:33049449:body_of_pancreas:0,FP,0.00451350212097168,,0.013539817333221436,25,0.8537178635597229
chr17:69235781:esophagus_squamous_epithelium:0,FP,0.02348470687866211,,0.015963869094848634,25,0.8516460657119751
chr12:48753691:gastrocnemius_medialis:0,FP,0.16598433256149292,,0.11037983059883118,25,0.8459534645080566
chr21:44601263:transverse_colon:0,FP,0.11087679862976074,,0.05160728931427002,25,0.8452697396278381
chr17:16836730:body_of_pancreas:0,FP,0.021894872188568115,,0.054426755905151364,25,0.8428620100021362
chr12:121711004:body_of_pancreas:0,FP,0.026462316513061523,,0.024919321537017824,25,0.8393660187721252
chr12:48904001:upper_lobe_of_left_lung:0,FP,0.04226738214492798,,0.04510710716247559,25,0.8378637433052063
chr20:18904416:esophagus_squamous_epithelium:0,FP,0.03078174591064453,,0.01865415573120117,25,0.8299676179885864
chr9:83219701:suprapubic_skin:0,FP,0.08876925706863403,,0.05772650957107544,25,0.8276050686836243
chr17:49223905:testis:0,FP,0.28095126152038574,,0.13264286160469055,25,0.8260865807533264
chr19:3336819:adrenal_gland:0,FP,0.2049967646598816,,0.16556082129478455,25,0.824222207069397
chr9:43171158:transverse_colon:0,FP,0.01008671522140503,,0.01005093812942505,25,0.8228325247764587
chr6:31356771:prostate_gland:0,FP,0.022940456867218018,,0.029760465621948243,25,0.8207953572273254
chr4:121675914:body_of_pancreas:0,FP,0.03888434171676636,,0.03132214307785034,25,0.8181585073471069
chr17:40819075:upper_lobe_of_left_lung:0,FP,0.0473974347114563,,0.03635391235351562,25,0.8162870407104492
chr17:61777919:sigmoid_colon:0,FP,0.023392140865325928,,0.01296351194381714,25,0.8137663006782532
chr19:8396778:esophagus_squamous_epithelium:0,FP,0.014516711235046387,,0.05851599216461181,25,0.8034541606903076
chr1:41117402:adrenal_gland:0,FP,0.07266169786453247,,0.06345497846603393,25,0.8008875250816345
chr7:73123787:transverse_colon:0,FP,0.05266165733337402,,0.0774543833732605,25,0.8007181286811829
chr1:15128695:testis:0,FP,0.080596923828125,,0.09424563884735107,25,0.8000602126121521
chr17:13735684:Peyers_patch:0,FP,0.03450196981430054,,0.039839587211608886,25,0.7995811104774475
chr1:31423083:spleen:0,TN,0.0002894848585128784,,0.0002839173376560211,25,0.029859188944101334
chr9:5886489:adrenal_gland:0,TN,0.00025315582752227783,,0.0003068731725215912,25,0.03187789395451546
chr3:32144516:body_of_pancreas:0,TN,0.0003189854323863983,,0.00026331216096878054,25,0.032041244208812714
chr3:32144516:tibial_artery:0,TN,0.00017570331692695618,,0.00022587403655052185,25,0.032169509679079056
chr16:5092215:transverse_colon:0,TN,0.000728752464056015,,0.0005206799507141113,25,0.03220200911164284
chr1:114979744:gastroesophageal_sphincter:0,TN,0.00012038275599479675,,0.0006589484214782715,25,0.032343242317438126
chr9:5886489:tibial_artery:0,TN,0.00011911243200302124,,0.0003295391798019409,25,0.03276488557457924
chr10:15419718:adrenal_gland:0,TN,0.00011283904314041138,,0.0003006240725517273,25,0.03278842568397522
chr20:38751675:adrenal_gland:0,TN,0.00034437328577041626,,0.0004073363542556763,25,0.03290892019867897
chr1:31423083:tibial_artery:0,TN,0.00044189393520355225,,0.0003682297468185425,25,0.03317871317267418
chr10:95539608:thoracic_aorta:0,TN,0.00027233734726905823,,0.0004309682548046112,25,0.03327474743127823
chr17:55526730:testis:0,TN,0.0001441650092601776,,0.00033609628677368165,25,0.033692799508571625
chr3:184803711:body_of_pancreas:0,TN,0.0006487742066383362,,0.000752011239528656,25,0.03432602807879448
chr13:32310515:gastroesophageal_sphincter:0,TN,0.0008584484457969666,,0.0004556675255298615,25,0.034344661980867386
chr8:81235636:esophagus_squamous_epithelium:0,TN,0.00044192373752593994,,0.0004958711564540863,25,0.034351896494627
chr11:119031234:spleen:0,TN,0.0005316250026226044,,0.0005835653841495514,25,0.03451013192534447
chr16:75402814:prostate_gland:0,TN,0.00018029287457466125,,0.0008586418628692627,25,0.03457069396972656
chr3:32510453:upper_lobe_of_left_lung:0,TN,0.0005131885409355164,,0.0004434677958488464,25,0.03458482027053833
chr19:42923473:upper_lobe_of_left_lung:0,TN,0.00017908960580825806,,0.00030641540884971617,25,0.03519691899418831
chr16:87488454:esophagus_muscularis_mucosa:0,TN,0.0003223009407520294,,0.0015848703682422639,25,0.03521723672747612
chr2:79876829:body_of_pancreas:0,TN,0.0004675276577472687,,0.00038762450218200685,25,0.035524070262908936
chr15:97235651:esophagus_muscularis_mucosa:0,TN,0.00045010820031166077,,0.00046265602111816406,25,0.03560351952910423
chr15:59493200:tibial_artery:0,TN,0.0013200193643569946,,0.0016326461732387543,25,0.0356416292488575
chr19:2391652:esophagus_squamous_epithelium:0,TN,0.00031705573201179504,,0.00034915879368782046,25,0.03565022721886635
chr1:31423083:transverse_colon:0,TN,0.0009134188294410706,,0.0008062264323234558,25,0.03566014766693115
chr2:231677997:adrenal_gland:0,TN,0.00023720040917396545,,0.0004462970793247223,25,0.03572869673371315
chr9:100323287:tibial_nerve:0,TN,0.0030983947217464447,,0.0012776632606983185,25,0.03582821413874626
chr6:106445359:upper_lobe_of_left_lung:0,TN,0.0006407126784324646,,0.0005165465176105499,25,0.03612521290779114
chr5:76544689:transverse_colon:0,TN,0.00040815770626068115,,0.0009650141000747681,25,0.03635183349251747
chr5:34465583:prostate_gland:0,TN,0.0002259276807308197,,0.0004323698580265045,25,0.03660287335515022
chr5:122516551:body_of_pancreas:0,TN,0.0010642893612384796,,0.0008208058774471283,25,0.03668425604701042
chr13:108155918:adrenal_gland:0,TN,0.00022683292627334595,,0.0004920993745326996,25,0.036714229732751846
chr7:4479690:upper_lobe_of_left_lung:0,TN,0.0004267767071723938,,0.0005248883366584778,25,0.03708149492740631
chr15:45705730:gastrocnemius_medialis:0,TN,0.0007094070315361023,,0.0005120053887367248,25,0.03712358698248863
chr14:54903402:upper_lobe_of_left_lung:0,TN,0.0005921758711338043,,0.0004670388996601105,25,0.03718147426843643
chr9:100323287:transverse_colon:0,TN,0.007323101162910461,,0.00205407127737999,25,0.03734761103987694
chr14:77053349:thoracic_aorta:0,TN,0.0013673752546310425,,0.0012838609516620636,25,0.03796503692865372
chr22:10673306:suprapubic_skin:0,TN,0.001781746745109558,,0.0017826353013515473,25,0.03797310218214989
chr8:140831477:spleen:0,TN,0.0004670843482017517,,0.0005286984145641327,25,0.038067713379859924
chr7:4479690:transverse_colon:0,TN,0.0004563964903354645,,0.0025191594660282134,25,0.03820446878671646
chr1:159214515:body_of_pancreas:0,TN,0.0005066357553005219,,0.0007201330363750457,25,0.03822255879640579
chr11:63024537:sigmoid_colon:0,TN,0.00036592409014701843,,0.0008336746692657471,25,0.03824083134531975
chr8:54166457:body_of_pancreas:0,TN,0.0010431930422782898,,0.0011437265574932099,25,0.038390420377254486
chr13:108155918:esophagus_squamous_epithelium:0,TN,0.00045455247163772583,,0.0003707030415534973,25,0.03841481730341911
chr1:223698618:prostate_gland:0,TN,0.0016982555389404297,,0.002840230464935303,25,0.038487255573272705
chr6:25602473:tibial_artery:0,TN,0.0007814280688762665,,0.0015532773733139037,25,0.0389237180352211
chr12:40153243:upper_lobe_of_left_lung:0,TN,0.00042360275983810425,,0.0004626445472240448,25,0.03939998149871826
chr16:85012086:transverse_colon:0,TN,0.0006888397037982941,,0.0006850366294384003,25,0.03952061012387276
chr1:64676311:transverse_colon:0,TN,0.001610971987247467,,0.0009945960342884065,25,0.039647627621889114
chr3:120177116:body_of_pancreas:0,TN,0.0004421025514602661,,0.0006056831777095795,25,0.03965267166495323
chr15:45705730:esophagus_squamous_epithelium:0,TN,0.0001756809651851654,,0.0006556002795696258,25,0.039659447968006134
chr4:38783176:tibial_artery:0,TN,0.0006051436066627502,,0.0006942792236804962,25,0.0398065559566021
chr1:234487506:esophagus_muscularis_mucosa:0,TN,0.00038293376564979553,,0.0009598417580127716,25,0.03982493281364441
chr12:40153243:body_of_pancreas:0,TN,0.0006031617522239685,,0.00030347511172294615,25,0.03984711319208145
chr6:166106112:spleen:0,TN,0.0005675889551639557,,0.0010909557342529297,25,0.04014446586370468
chr11:123112116:sigmoid_colon:0,TN,0.0012908577919006348,,0.001241210103034973,25,0.04023604840040207
chr10:122980901:tibial_artery:0,TN,0.0001966431736946106,,0.0005651234090328217,25,0.040255773812532425
chr6:143818426:sigmoid_colon:0,TN,0.00119713693857193,,0.0010775890946388244,25,0.04028673470020294
chr12:117837661:esophagus_muscularis_mucosa:0,TN,0.0009884834289550781,,0.0006992675364017487,25,0.040296562016010284
