example_id,confusion_category,label,pred_label,source_token_index,source_token,source_offset_start,source_offset_end,num_tokens,num_layers,num_heads,selected_layers,selected_heads,prob_positive_recomputed,logit_0,logit_1
1457,TP,1,1,0,[CLS],0,0,98,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9856825470924377,-2.073413848876953,2.158437728881836
986,TP,1,1,0,[CLS],0,0,82,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.985672116279602,-2.0719308853149414,2.1591885089874268
2749,TP,1,1,0,[CLS],0,0,107,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.985658586025238,-2.037090301513672,2.193068027496338
294,TP,1,1,0,[CLS],0,0,112,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9856581091880798,-2.0395312309265137,2.1905946731567383
93,TP,1,1,0,[CLS],0,0,114,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9856553077697754,-2.0549890995025635,2.174940824508667
3553,TP,1,1,0,[CLS],0,0,91,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9856551289558411,-2.082231283187866,2.1476807594299316
1434,TP,1,1,0,[CLS],0,0,107,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9856461882591248,-2.0422675609588623,2.187016248703003
2693,TP,1,1,0,[CLS],0,0,104,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9855740666389465,-2.061964988708496,2.1622262001037598
146,TP,1,1,0,[CLS],0,0,110,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9855601191520691,-2.033200979232788,2.190016984939575
2675,TP,1,1,0,[CLS],0,0,98,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9855572581291199,-2.057445526123047,2.1655662059783936
634,TP,1,1,0,[CLS],0,0,105,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9855406880378723,-2.041306495666504,2.1805450916290283
299,TP,1,1,0,[CLS],0,0,111,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9854841828346252,-2.0415146350860596,2.1763832569122314
618,TP,1,1,0,[CLS],0,0,102,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9854496717453003,-2.047835350036621,2.167649507522583
1888,TP,1,1,0,[CLS],0,0,107,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9854421615600586,-2.0776803493499756,2.1372838020324707
3100,TP,1,1,0,[CLS],0,0,108,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9854347705841064,-2.0690174102783203,2.1454272270202637
131,TP,1,1,0,[CLS],0,0,96,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9854007363319397,-2.0504345893859863,2.16164231300354
953,TP,1,1,0,[CLS],0,0,99,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9853109121322632,-2.0558719635009766,2.1499767303466797
2888,TP,1,1,0,[CLS],0,0,113,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.985270082950592,-2.06209135055542,2.1409451961517334
2198,TP,1,1,0,[CLS],0,0,104,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9852670431137085,-2.0340731143951416,2.1687510013580322
2530,TP,1,1,0,[CLS],0,0,96,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9852606654167175,-2.053891897201538,2.148491859436035
453,TP,1,1,0,[CLS],0,0,98,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.985260009765625,-2.0574159622192383,2.144923686981201
104,TP,1,1,0,[CLS],0,0,108,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9852584004402161,-2.073317050933838,2.128911256790161
421,TP,1,1,0,[CLS],0,0,110,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9852436780929565,-2.0292985439300537,2.171919345855713
3142,TP,1,1,0,[CLS],0,0,107,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9851948618888855,-2.058004856109619,2.1398603916168213
2792,TP,1,1,0,[CLS],0,0,110,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9851945042610168,-2.0364346504211426,2.161402702331543
318,TP,1,1,0,[CLS],0,0,104,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9851555228233337,-2.0220563411712646,2.1731131076812744
71,TP,1,1,0,[CLS],0,0,113,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9851468205451965,-2.031979560852051,2.162595272064209
1057,TP,1,1,0,[CLS],0,0,107,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9851245284080505,-2.066957712173462,2.1260952949523926
2,TP,1,1,0,[CLS],0,0,103,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9851160645484924,-2.0435445308685303,2.148927927017212
18,TP,1,1,0,[CLS],0,0,109,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9850760102272034,-2.028090476989746,2.1616625785827637
1686,TP,1,1,0,[CLS],0,0,105,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9850611090660095,-2.0230162143707275,2.1657166481018066
117,TP,1,1,0,[CLS],0,0,114,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9850055575370789,-2.0271084308624268,2.157860279083252
3782,TP,1,1,0,[CLS],0,0,92,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9849603772163391,-2.034468650817871,2.14743971824646
392,TP,1,1,0,[CLS],0,0,109,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.984933078289032,-2.0255513191223145,2.1545183658599854
361,TP,1,1,0,[CLS],0,0,114,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9849108457565308,-1.9819583892822266,2.1966145038604736
2668,FP,0,1,0,[CLS],0,0,106,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9864596128463745,-2.09010910987854,2.1983377933502197
208,FP,0,1,0,[CLS],0,0,115,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9864193797111511,-2.092069149017334,2.1933655738830566
589,FP,0,1,0,[CLS],0,0,106,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9860748648643494,-2.0651776790618896,2.194856882095337
1543,FP,0,1,0,[CLS],0,0,114,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.985737681388855,-2.0478568077087402,2.1879100799560547
1398,FP,0,1,0,[CLS],0,0,103,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.985676646232605,-2.0703072547912598,2.161128282546997
1316,FP,0,1,0,[CLS],0,0,104,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9855740666389465,-2.061964988708496,2.1622262001037598
1726,FP,0,1,0,[CLS],0,0,121,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9854625463485718,-2.039844274520874,2.1765408515930176
2042,FP,0,1,0,[CLS],0,0,110,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9852436780929565,-2.0292985439300537,2.171919345855713
109,FP,0,1,0,[CLS],0,0,101,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9851551651954651,-2.031792640686035,2.163355588912964
3762,FP,0,1,0,[CLS],0,0,113,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9851468205451965,-2.031979560852051,2.162595272064209
1818,FP,0,1,0,[CLS],0,0,95,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9851446151733398,-2.0689022541046143,2.125526189804077
2168,FP,0,1,0,[CLS],0,0,113,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9850831031799316,-2.0435173511505127,2.1467103958129883
962,FP,0,1,0,[CLS],0,0,114,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9850397109985352,-2.0252368450164795,2.16204833984375
3945,FP,0,1,0,[CLS],0,0,111,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9850208759307861,-2.025800943374634,2.1602039337158203
2523,FP,0,1,0,[CLS],0,0,116,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9849987626075745,-2.0180411338806152,2.1664650440216064
41,FP,0,1,0,[CLS],0,0,114,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9849108457565308,-1.9819583892822266,2.1966145038604736
452,FP,0,1,0,[CLS],0,0,104,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9849098324775696,-2.0120110511779785,2.166491985321045
53,FP,0,1,0,[CLS],0,0,108,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9848532676696777,-2.0269129276275635,2.1477952003479004
2558,FP,0,1,0,[CLS],0,0,111,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9846412539482117,-2.0170977115631104,2.143498420715332
1683,FP,0,1,0,[CLS],0,0,98,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9844382405281067,-2.020808458328247,2.126448631286621
1403,FP,0,1,0,[CLS],0,0,102,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.984370231628418,-2.0361626148223877,2.106661319732666
306,FP,0,1,0,[CLS],0,0,110,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9843485951423645,-1.9912357330322266,2.1501851081848145
1182,FP,0,1,0,[CLS],0,0,107,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9843372702598572,-2.0142252445220947,2.1264610290527344
1958,FP,0,1,0,[CLS],0,0,119,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9842274785041809,-1.9985442161560059,2.135045051574707
32,FP,0,1,0,[CLS],0,0,113,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9841063618659973,-1.975921392440796,2.149890899658203
2706,FP,0,1,0,[CLS],0,0,85,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9839997887611389,-2.004652976989746,2.114367723464966
3301,FP,0,1,0,[CLS],0,0,115,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9834383130073547,-1.964806079864502,2.1191565990448
1245,FP,0,1,0,[CLS],0,0,110,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9833707809448242,-1.957343578338623,2.122483491897583
1279,FP,0,1,0,[CLS],0,0,116,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9832022786140442,-2.0009891986846924,2.0685794353485107
2113,FP,0,1,0,[CLS],0,0,108,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.983165979385376,-1.9706013202667236,2.0967726707458496
1836,FP,0,1,0,[CLS],0,0,96,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9830666780471802,-1.9572126865386963,2.1041760444641113
2175,FP,0,1,0,[CLS],0,0,117,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9829730987548828,-1.9778368473052979,2.0779528617858887
931,FP,0,1,0,[CLS],0,0,113,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9828383922576904,-1.9382174015045166,2.109549045562744
3529,FP,0,1,0,[CLS],0,0,111,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.982750415802002,-1.936943531036377,2.105623722076416
923,FP,0,1,0,[CLS],0,0,102,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9827167987823486,-1.9389365911483765,2.1016454696655273
3780,FP,0,1,0,[CLS],0,0,107,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9826992750167847,-1.9342505931854248,2.105304002761841
2291,FP,0,1,0,[CLS],0,0,107,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9826177954673767,-1.9260205030441284,2.1087522506713867
103,FP,0,1,0,[CLS],0,0,113,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9826148748397827,-1.9487780332565308,2.0858242511749268
1328,FP,0,1,0,[CLS],0,0,102,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9824374318122864,-1.9526702165603638,2.0715954303741455
3515,FP,0,1,0,[CLS],0,0,113,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9821419715881348,-1.9343945980072021,2.0728838443756104
1943,FP,0,1,0,[CLS],0,0,117,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9820299744606018,-1.8889589309692383,2.111957311630249
3321,FP,0,1,0,[CLS],0,0,119,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.981929361820221,-1.9851739406585693,2.010058641433716
3496,FP,0,1,0,[CLS],0,0,113,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9818544387817383,-1.9139131307601929,2.0771028995513916
137,FP,0,1,0,[CLS],0,0,103,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9817339181900024,-1.946332573890686,2.0379390716552734
700,FP,0,1,0,[CLS],0,0,117,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9817325472831726,-1.9388126134872437,2.0453872680664062
3365,FP,0,1,0,[CLS],0,0,100,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9814361929893494,-1.941117286682129,2.026684045791626
3921,FP,0,1,0,[CLS],0,0,104,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9813812971115112,-1.9056475162506104,2.0591468811035156
1975,FP,0,1,0,[CLS],0,0,110,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9811433553695679,-1.8918604850769043,2.059990406036377
3044,FP,0,1,0,[CLS],0,0,95,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9811304211616516,-1.8973145484924316,2.0538368225097656
758,FP,0,1,0,[CLS],0,0,90,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9810429811477661,-1.9201982021331787,2.026242971420288
425,FP,0,1,0,[CLS],0,0,106,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9808674454689026,-1.931610107421875,2.005434513092041
687,FP,0,1,0,[CLS],0,0,117,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9807100296020508,-1.9125056266784668,2.0161845684051514
339,FP,0,1,0,[CLS],0,0,88,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9805383086204529,-1.8918261528015137,2.0278241634368896
1267,FP,0,1,0,[CLS],0,0,108,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9803866744041443,-1.8863208293914795,2.025418996810913
1983,FP,0,1,0,[CLS],0,0,104,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9802939891815186,-1.8645555973052979,2.042370319366455
1092,FP,0,1,0,[CLS],0,0,110,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9799168705940247,-1.8741216659545898,2.0134689807891846
2785,FP,0,1,0,[CLS],0,0,95,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9799156188964844,-1.866313099861145,2.021210193634033
2388,FP,0,1,0,[CLS],0,0,105,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9796624779701233,-1.8833661079406738,1.9913734197616577
3129,FP,0,1,0,[CLS],0,0,107,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9795616865158081,-1.894360065460205,1.9753358364105225
3506,FP,0,1,0,[CLS],0,0,112,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9787878394126892,-1.8416998386383057,1.9900412559509277
3912,FP,0,1,0,[CLS],0,0,113,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9784547686576843,-1.8199994564056396,1.9958218336105347
3230,FP,0,1,0,[CLS],0,0,115,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.978119969367981,-1.8666374683380127,1.9334206581115723
3477,FP,0,1,0,[CLS],0,0,102,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9780239462852478,-1.8152495622634888,1.980331540107727
3737,FP,0,1,0,[CLS],0,0,88,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9779103398323059,-1.8482420444488525,1.9420690536499023
2164,FP,0,1,0,[CLS],0,0,116,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.977884829044342,-1.8166645765304565,1.9724658727645874
2937,FP,0,1,0,[CLS],0,0,107,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9775227904319763,-1.8318424224853516,1.9406765699386597
999,FP,0,1,0,[CLS],0,0,94,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9771759510040283,-1.8413841724395752,1.9154666662216187
1466,FP,0,1,0,[CLS],0,0,112,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9769726991653442,-1.853022575378418,1.8947571516036987
670,FP,0,1,0,[CLS],0,0,94,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9768547415733337,-1.8246883153915405,1.917858362197876
133,FP,0,1,0,[CLS],0,0,106,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9766949415206909,-1.8314225673675537,1.9040826559066772
3386,FP,0,1,0,[CLS],0,0,103,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9766743183135986,-1.7957299947738647,1.9388669729232788
